,Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,SalePrice,logSalePrice,RoofMatl_compshg,RoofMatl_membran,RoofMatl_metal,RoofMatl_roll,RoofMatl_tar&grv,RoofMatl_wdshake,RoofMatl_wdshngl,CentralAir_y,Exterior1st_asphshn,Exterior1st_brkcomm,Exterior1st_brkface,Exterior1st_cblock,Exterior1st_cemntbd,Exterior1st_hdboard,Exterior1st_imstucc,Exterior1st_metalsd,Exterior1st_plywood,Exterior1st_stone,Exterior1st_stucco,Exterior1st_vinylsd,Exterior1st_wd sdng,Exterior1st_wdshing,Exterior2nd_asphshn,Exterior2nd_brk cmn,Exterior2nd_brkface,Exterior2nd_cblock,Exterior2nd_cmentbd,Exterior2nd_hdboard,Exterior2nd_imstucc,Exterior2nd_metalsd,Exterior2nd_other,Exterior2nd_plywood,Exterior2nd_stone,Exterior2nd_stucco,Exterior2nd_vinylsd,Exterior2nd_wd sdng,Exterior2nd_wd shng,Foundation_cblock,Foundation_pconc,Foundation_slab,Foundation_stone,Foundation_wood,MasVnrType_brkface,MasVnrType_nothing,MasVnrType_stone,PavedDrive_p,PavedDrive_y,Heating_gasa,Heating_gasw,Heating_grav,Heating_othw,Heating_wall,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
647,648,6,5,3,2,8,2,2,2,3,3,5,3,4,3,1,5,500,216,0,1,287,1,0,2188,0.5429616087751371,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
648,649,6,5,3,2,8,1,1,1,3,3,3,3,3,1,1,7,0,351,0,1,340,1,1,2595,1.0,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
649,650,4,6,3,0,8,0,3,0,0,4,4,3,0,4,6,3,131,0,499,1,0,2,0,1260,0.0,84500,11.344506813345266,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
650,651,7,6,4,2,8,0,1,2,3,4,5,4,0,1,1,7,0,0,0,1,0,2,1,2478,1.0,205950,12.235388699864227,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
651,652,4,5,3,1,8,1,2,1,2,3,3,3,4,1,1,7,0,0,0,1,120,2,0,2265,1.0,108000,11.589886506106357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
652,653,7,5,4,2,8,1,1,2,3,4,5,4,3,1,1,7,0,0,0,1,120,2,1,2596,1.0,191000,12.160028707028767,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
653,654,6,7,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,0,0,1,296,1,0,2225,1.0,135000,11.813030057420567,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
654,655,8,6,4,3,8,1,4,3,3,4,5,4,3,6,1,7,1696,660,0,1,282,3,1,4222,0.19582740635372214,350000,12.765688433465597,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
655,656,6,5,3,1,8,0,1,1,3,3,3,3,0,1,1,6,0,381,0,1,0,1,1,1617,1.0,88000,11.385092093460344,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
656,657,5,7,4,1,8,0,1,2,3,3,5,4,0,5,1,5,806,54,0,1,0,2,1,2106,0.2345679012345679,145500,11.887931365593685,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
657,658,7,6,3,1,8,1,1,2,3,4,3,3,4,1,1,6,0,0,0,1,112,1,1,2278,1.0,149000,11.911701584927597,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
658,659,6,5,3,1,8,1,1,1,3,3,3,3,4,1,1,6,0,0,0,1,192,1,1,2370,1.0,97500,11.487607656985938,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
659,660,5,7,3,2,8,0,1,3,3,3,5,3,0,4,1,7,637,0,0,1,0,2,0,2972,0.5713324360699865,167000,12.025749091398891,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
660,661,7,7,3,2,8,1,1,2,3,4,3,3,3,1,1,7,0,233,0,1,365,2,1,2728,1.0,197900,12.195517131590657,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
661,662,8,7,4,3,8,1,1,2,3,4,5,4,3,6,3,8,1361,528,180,1,593,3,1,4077,0.05402087170042971,402000,12.904207367601158,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
662,663,6,3,3,2,3,2,1,2,3,2,4,3,3,1,1,5,0,216,0,1,240,2,0,2784,1.0,110000,11.608235644774552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
663,664,4,5,3,2,8,0,3,2,3,4,3,3,0,4,3,6,920,0,180,1,180,3,0,2319,0.033391915641476276,137500,11.831379196088763,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
664,665,8,5,5,3,8,1,2,3,3,5,5,4,5,6,1,8,1721,0,0,1,459,2,1,4174,0.17140105922002888,423000,12.955127458028414,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
665,666,8,5,4,2,8,1,1,2,3,4,5,4,3,1,1,7,0,40,0,1,312,2,1,3342,1.0,230500,12.348006141418841,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
666,667,6,5,3,2,2,1,1,1,3,4,3,3,1,2,3,7,187,113,723,1,265,2,1,3401,0.10871694417238002,129000,11.76756768334381,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
667,668,6,5,4,2,8,1,1,2,3,4,5,3,2,6,1,7,1138,258,0,1,266,3,0,3087,0.19176136363636365,193500,12.173032791451973,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
668,669,5,6,3,2,6,1,1,1,3,3,4,3,3,3,1,6,988,0,0,1,304,2,1,2625,0.16835016835016836,168000,12.031719258385396,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
669,670,4,5,2,1,8,1,1,1,3,2,5,3,4,1,1,5,0,0,0,1,67,1,0,1880,1.0,137500,11.831379196088763,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
670,671,6,5,4,2,8,0,1,3,3,4,5,4,0,6,1,7,193,0,0,1,135,3,1,2214,0.7384823848238482,173500,12.063932878369052,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
671,672,6,6,3,1,8,0,1,1,3,3,3,3,0,4,1,6,551,0,0,1,147,3,0,2041,0.1800595238095238,103600,11.54829260880752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
672,673,6,6,3,2,8,1,1,2,3,4,3,4,3,5,1,6,767,0,0,1,240,2,1,2416,0.3650662251655629,165000,12.013700752882718,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
673,674,6,7,4,2,8,2,1,3,3,3,5,3,3,6,1,7,1186,106,0,1,287,3,0,3316,0.1970209884901828,257500,12.458774999085929,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
674,675,6,6,3,1,8,1,1,2,3,3,3,3,4,3,1,5,892,0,0,1,426,2,0,2272,0.2147887323943662,140000,11.84939770159144,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
675,676,6,6,3,2,8,1,1,1,3,3,3,3,3,5,1,7,311,0,0,1,28,2,1,2296,0.6362573099415205,148500,11.908340237224891,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
676,677,4,2,3,3,6,0,1,1,2,3,2,3,0,1,1,8,0,0,0,2,90,3,0,2869,1.0,87000,11.37366339763672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
677,678,5,8,4,1,8,0,1,1,2,3,5,4,0,1,1,5,0,0,0,1,436,1,0,1560,1.0,109500,11.603679828238693,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
678,679,8,5,4,3,8,1,2,3,3,5,5,4,4,1,1,7,0,464,0,1,404,2,1,4092,1.0,372500,12.827992316801751,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
679,680,5,5,3,2,8,0,1,1,3,3,3,3,0,3,1,5,827,57,0,1,0,2,0,1976,0.16295546558704455,128500,11.763684183317412,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
680,681,6,5,3,1,8,1,1,2,3,4,3,3,3,4,4,5,543,0,119,1,80,2,0,1846,0.28277356446370533,143000,11.870599909242044,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
681,682,5,5,3,1,8,0,1,1,3,3,5,3,0,3,1,6,182,0,0,1,56,1,0,2313,0.7704918032786885,159434,11.979385322467598,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
682,683,6,5,4,2,8,1,2,1,3,4,5,3,4,6,1,6,1003,0,0,1,307,2,0,2582,0.22308288148721922,173000,12.061046873479915,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
683,684,9,5,4,3,8,1,3,3,3,4,5,4,3,6,1,7,1059,215,0,1,302,3,0,3294,0.34870848708487084,285000,12.560244459250788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
684,685,7,5,3,2,8,0,1,3,3,4,4,4,0,1,1,7,0,30,0,1,81,2,1,3034,1.0,221000,12.30591798049989,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
685,686,7,5,4,2,7,1,2,3,3,4,4,4,3,6,2,6,828,0,182,1,219,3,0,3280,0.15126050420168066,207500,12.24288661865289,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
686,687,7,6,4,2,8,0,1,3,3,4,5,4,0,1,1,7,0,0,0,1,249,3,0,2635,1.0,227875,12.336552511980964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
687,688,7,5,4,2,8,0,1,1,3,4,5,4,0,6,1,4,239,0,0,1,60,2,1,1653,0.5662431941923775,148800,11.910358401381128,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
688,689,8,6,4,2,8,1,3,2,3,4,5,4,4,6,1,7,945,0,0,1,140,3,0,2838,0.33403805496828753,392000,12.8790171187726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
689,690,6,5,4,2,8,1,3,2,3,4,5,4,4,5,1,6,20,256,0,1,220,2,0,2724,0.9853157121879589,194700,12.17921519136029,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
690,691,6,5,4,2,8,1,4,2,3,4,5,4,3,6,1,3,697,147,0,1,149,2,0,1696,0.17806603773584906,141000,11.856515169360305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
691,692,10,6,5,3,8,2,4,3,3,5,5,5,5,6,1,10,1455,1170,0,1,432,3,2,6760,0.4046644844517185,755000,13.534473028231162,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
692,693,7,5,4,2,8,2,4,2,3,4,5,4,4,6,1,9,965,293,0,1,347,3,1,3729,0.2024793388429752,335000,12.721885810807203,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
693,694,5,6,3,1,8,0,1,1,3,3,5,3,0,1,1,4,0,0,0,1,112,1,0,2146,1.0,108480,11.594321103174222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
694,695,5,6,3,2,8,0,1,1,3,3,3,3,0,1,1,5,0,0,0,1,112,1,1,2466,1.0,141500,11.86005499606543,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
695,696,6,6,4,2,8,1,1,1,3,4,4,3,3,6,2,5,980,72,40,1,125,3,0,2249,0.08273381294964029,176000,12.078239274020289,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
696,697,5,7,3,1,8,0,1,1,3,3,4,3,0,2,1,4,616,0,0,1,129,1,0,1232,0.0,89000,11.396391648714276,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
697,698,5,7,3,1,8,0,2,1,3,5,2,3,0,2,5,6,210,0,551,1,0,1,1,2128,0.22346938775510203,123500,11.72399643505017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
698,699,5,8,3,1,8,1,1,1,3,3,5,3,4,6,4,5,553,0,117,1,560,2,0,1788,0.2505592841163311,138500,11.83862560460953,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
699,700,7,5,4,2,8,0,2,2,3,4,5,4,0,6,1,5,16,0,0,1,314,2,0,2782,0.9884974838245866,196000,12.185869938212655,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
700,701,8,5,4,3,8,1,4,3,3,5,5,4,4,6,1,7,1274,630,0,1,348,3,0,3600,0.2922222222222222,312500,12.652359748158593,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
701,702,7,5,3,2,8,0,1,1,3,3,3,3,0,1,1,6,0,168,0,1,0,1,1,2328,1.0,140000,11.84939770159144,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
702,703,8,5,5,3,8,1,1,3,3,5,5,5,4,1,1,10,0,466,0,1,424,2,1,3810,1.0,361919,12.799175708864519,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
703,704,5,9,4,2,8,1,1,1,3,4,4,3,1,1,1,8,0,0,0,2,384,2,0,2172,1.0,140000,11.84939770159144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
704,705,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,7,712,109,0,1,179,3,0,2957,0.5166327223353699,213000,12.269047444691562,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
705,706,4,5,2,0,5,0,0,0,0,0,2,2,0,0,0,7,0,0,0,2,0,2,0,1092,0.0,55000,10.915088464214607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
706,707,7,5,4,2,8,2,4,1,3,4,3,3,3,6,1,5,1219,351,0,1,428,3,0,3467,0.25806451612903225,302000,12.618182296357007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
707,708,8,5,4,2,8,1,1,3,3,4,5,4,4,6,1,6,863,176,0,1,230,3,0,2648,0.34818731117824775,254000,12.445089546000673,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
708,709,7,5,4,2,8,1,3,3,3,4,5,4,4,1,1,8,0,0,0,1,124,2,1,2184,1.0,179540,12.09815330331068,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
709,710,5,7,3,1,8,0,1,1,3,3,3,3,0,1,1,6,0,41,0,1,0,1,0,1780,1.0,109900,11.607326140391713,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
710,711,3,6,3,0,3,0,1,0,0,3,4,4,0,1,1,5,0,0,0,1,0,1,0,999,1.0,52000,10.858998997563564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
711,712,4,7,3,1,8,0,2,2,3,3,4,3,0,1,1,7,0,0,0,1,166,1,0,2037,1.0,102776,11.540307141711446,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
712,713,8,5,4,2,8,1,2,3,3,4,4,4,4,6,1,5,767,0,0,1,288,3,0,2456,0.3754071661237785,189000,12.14950229404178,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
713,714,4,5,3,2,8,0,3,1,3,3,3,3,0,5,1,6,789,160,0,1,288,2,0,1920,0.178125,129000,11.76756768334381,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
714,715,6,8,4,2,8,0,1,2,3,3,5,4,0,6,1,6,533,289,0,1,44,2,1,2204,0.26482758620689656,130500,11.779128505744886,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
715,716,6,5,3,2,8,1,1,2,3,4,3,3,3,1,1,7,0,174,0,1,0,2,0,2414,1.0,165000,12.013700752882718,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
716,717,7,8,3,2,8,0,1,1,3,3,5,3,0,1,1,8,0,0,0,1,191,1,1,3272,1.0,159500,11.979799201207037,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
717,718,5,6,4,2,8,1,1,1,3,4,4,3,2,4,1,5,1084,0,0,1,224,1,2,2354,0.0782312925170068,157000,11.964001084330445,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
718,719,7,5,4,3,8,1,4,2,3,4,5,4,3,6,1,9,1173,651,0,1,620,3,1,3729,0.10526315789473684,341000,12.739637756265655,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
