,OverallQual,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,MasVnrArea,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
367,6,3,1,8,1,4,2,3,4,4,3,4,6,1,6,305,1,174,1,1,2530,0.6624203821656051,12.013700752882716,1,0,1,0,0,0,1
368,5,3,1,8,1,1,3,3,3,4,3,4,2,1,7,200,1,98,1,0,2536,0.5741324921135647,11.790557201568507,1,0,1,0,0,0,1
369,5,4,2,8,1,1,3,3,3,5,3,4,5,3,7,0,1,563,2,0,2350,0.6895578551269991,11.99535161421452,1,0,1,0,0,0,1
370,6,3,2,8,1,1,2,3,4,5,3,3,1,1,7,0,1,140,2,1,2617,1.0,12.057572637211731,1,0,1,0,0,0,1
371,4,3,2,6,1,0,3,3,0,3,3,4,0,0,7,0,1,59,2,0,1588,0.0,11.808813773969106,1,0,0,0,0,0,1
372,6,3,1,8,0,1,1,3,4,3,3,0,5,2,4,0,1,443,2,0,1496,0.0,11.736069016284436,1,0,1,0,0,0,1
373,5,3,1,6,0,1,1,3,3,3,3,0,4,2,5,0,1,66,2,0,1927,0.0,11.719939634354555,1,0,1,0,0,0,1
374,7,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,1,148,2,1,2775,1.0,12.299107511497365,1,0,1,0,0,0,1
375,1,2,0,4,0,4,0,0,2,4,2,0,4,1,4,0,1,0,1,1,1587,0.4875549048316252,11.018629143155449,0,0,1,0,0,0,0
376,5,3,2,8,0,3,1,3,4,5,4,0,6,1,5,0,1,0,1,0,1784,0.6574712643678161,11.904967552746253,1,0,1,0,0,0,1
377,8,4,2,8,1,1,2,3,4,5,4,4,1,1,8,0,1,373,3,0,4046,1.0,12.736700896592346,1,0,1,0,0,0,1
378,9,5,3,8,1,3,3,3,5,5,4,5,6,1,8,350,1,113,2,1,3712,0.22144396551724135,12.885202034321914,1,0,1,0,0,0,1
379,6,3,2,8,1,1,3,3,4,5,3,3,1,1,7,16,1,163,2,1,2782,1.0,12.095141084822894,1,0,1,0,0,0,1
380,5,4,1,8,1,1,1,3,3,3,3,4,2,1,6,0,1,242,2,0,2717,0.7875243664717348,11.751942365440726,1,0,1,0,0,0,1
381,7,4,2,8,1,1,2,3,4,5,4,4,1,1,5,0,1,337,3,0,2594,1.0,12.142866569626381,1,0,1,0,0,0,1
382,7,4,2,8,0,3,2,3,4,5,4,0,1,1,8,0,1,197,2,1,2736,1.0,12.271392111650815,1,0,1,0,0,0,1
383,6,3,2,8,0,1,1,2,2,3,3,0,1,1,5,0,1,91,1,0,1568,1.0,11.238488619268468,0,0,0,0,0,0,0
384,6,4,2,8,2,3,3,3,4,5,4,2,6,1,9,0,1,447,3,1,3533,0.3765822784810127,12.388394202324125,1,0,1,0,0,0,1
385,8,4,2,8,1,1,3,3,4,5,4,3,6,1,6,16,1,310,2,0,2525,0.9808917197452228,12.165250651009917,1,0,1,0,0,0,1
386,5,3,0,8,0,1,0,0,3,3,3,0,1,1,8,0,1,151,1,0,1842,1.0,11.302204433654575,1,0,0,0,0,0,1
387,6,3,1,8,1,3,1,3,3,5,3,2,5,1,6,255,1,296,2,0,2166,0.3938520653218059,11.736069016284436,1,0,1,0,0,0,1
388,7,4,2,8,0,1,2,3,4,5,4,0,1,1,6,125,1,145,2,0,2947,1.0,12.160028707028768,1,0,1,0,0,0,1
389,10,5,3,8,1,3,3,3,5,5,5,5,6,1,9,272,1,330,3,1,4014,0.2390011890606421,12.962194625251508,1,0,1,0,0,0,1
390,5,3,1,8,0,1,1,3,3,5,3,0,3,4,7,0,1,242,2,0,2228,0.2659698025551684,11.686878772093667,1,0,1,0,0,0,1
391,6,4,2,8,1,1,3,3,5,5,3,3,5,1,7,0,1,317,3,1,2765,0.1417910447761194,12.278393307109802,1,0,1,0,0,0,1
392,5,3,1,8,0,0,2,3,0,3,3,0,0,0,5,0,1,0,1,0,882,0.0,11.575900264131615,1,0,1,0,0,0,1
393,4,3,0,8,2,1,0,0,3,3,3,3,3,1,4,0,1,0,1,0,1576,0.6624365482233503,11.512925464970227,1,0,1,0,0,0,0
394,5,3,1,8,0,1,1,3,3,4,3,0,1,1,5,0,1,39,1,0,1769,1.0,11.599103161211278,1,0,1,0,0,0,0
395,5,3,1,8,0,3,1,3,3,3,3,0,4,1,6,0,1,44,2,0,2288,0.354020979020979,11.767567683343811,1,0,1,0,0,0,1
396,5,3,2,8,0,3,2,3,3,3,3,0,3,1,6,0,1,215,1,0,1788,0.13087248322147652,11.719939634354555,1,0,1,0,0,0,1
397,5,3,1,8,1,1,2,3,3,3,3,3,5,1,8,288,1,168,2,0,2676,0.375,12.040608205802641,1,0,1,0,0,0,1
398,5,3,1,3,0,1,1,1,2,4,3,0,1,1,6,0,1,0,1,0,2038,1.0,11.112447898373103,1,0,0,0,0,1,0
399,7,4,2,8,0,1,3,3,4,5,4,0,6,1,7,100,1,168,3,0,2642,0.2564102564102564,12.392552212472793,1,0,1,0,0,0,1
400,8,5,2,8,2,1,3,3,4,5,4,4,6,1,4,0,1,374,2,1,2548,0.3761904761904762,12.411052226216713,1,0,1,0,0,0,1
401,7,4,2,8,1,3,3,3,4,5,4,4,6,1,6,0,1,0,2,0,2620,0.981679389312977,12.013640144985489,1,0,1,0,0,0,1
402,5,3,1,8,0,1,1,3,3,5,3,0,1,1,4,0,1,168,1,0,1344,1.0,11.589886506106355,1,0,0,0,0,0,1
403,8,4,2,8,1,1,3,3,4,4,4,3,1,1,10,650,1,267,2,1,3404,1.0,12.460714863903757,1,0,1,0,0,0,1
404,6,3,2,8,1,1,3,3,4,4,3,3,1,1,7,0,1,40,2,1,2378,1.0,12.031719258385394,1,0,1,0,0,0,1
405,4,3,2,7,1,1,1,3,3,5,3,3,4,1,8,0,1,198,3,0,2901,0.1288056206088993,11.918390573078392,1,0,1,0,0,0,1
406,6,3,1,3,0,1,1,3,3,5,3,0,1,1,6,0,1,0,1,0,2703,1.0,11.652687407345386,1,0,1,0,0,0,0
407,6,3,1,8,0,1,1,3,4,5,3,0,1,1,8,0,1,160,2,0,2520,1.0,12.083905011555967,1,0,1,0,0,0,1
408,7,4,3,8,1,1,2,3,5,5,4,4,1,1,9,350,1,254,2,1,3235,1.0,12.542544882151384,1,0,1,0,0,0,1
409,8,5,3,8,1,1,3,3,5,5,4,4,6,1,8,100,1,102,3,1,3112,0.2369439071566731,12.73596533201339,1,0,1,0,0,0,1
410,5,3,1,5,0,1,1,3,3,3,3,0,1,1,5,0,1,0,1,0,2552,1.0,11.002099841204238,1,0,1,0,0,0,0
411,5,3,2,8,0,2,3,3,3,3,3,0,3,1,5,0,1,264,2,0,2112,0.0,11.884489021402711,0,0,1,0,0,0,1
412,7,4,2,8,1,3,3,3,5,5,5,4,6,1,7,432,1,144,3,1,2948,0.6068027210884354,12.310432660854413,1,0,1,0,0,0,1
413,5,3,2,8,1,1,1,3,3,4,3,4,1,1,5,0,1,130,1,0,2036,1.0,11.652687407345386,1,0,1,0,0,0,0
414,7,4,3,8,1,1,1,3,4,5,4,3,4,6,9,0,1,383,2,2,3177,0.462037037037037,12.337100907936573,1,0,1,0,0,0,1
415,7,4,2,8,0,3,3,3,4,5,4,0,6,1,6,0,1,130,2,0,2680,0.9820895522388059,12.106992367829497,1,0,1,0,0,0,1
416,6,3,2,8,1,1,3,3,3,3,3,3,5,1,6,203,1,0,1,1,2072,0.6889880952380952,11.915051671812876,1,0,1,0,0,0,1
417,6,3,3,8,1,1,1,3,4,3,3,4,4,1,10,0,1,0,3,1,3994,0.17664233576642335,12.384218830913648,0,0,0,0,0,0,0
418,5,3,1,8,0,1,1,3,3,2,3,0,5,1,7,0,1,0,2,1,1890,0.5873015873015873,11.744037185933616,0,1,0,1,0,0,0
419,5,3,1,8,1,1,1,3,3,5,3,2,4,1,6,0,1,269,2,0,2112,0.2660984848484849,11.8635823365834,1,0,1,0,0,0,1
420,7,3,4,8,0,4,3,3,4,5,3,0,6,1,8,200,2,0,4,0,2688,0.026041666666666668,12.237086699059345,1,0,1,0,0,0,1
421,6,4,2,8,1,1,3,3,4,4,4,3,5,1,8,126,1,240,2,1,3204,0.2222222222222222,12.278393307109802,1,0,1,0,0,0,1
422,5,3,2,8,0,1,2,3,3,5,3,0,1,1,4,0,1,0,1,0,1976,1.0,11.635143097694476,1,0,0,0,0,0,0
423,8,4,3,8,1,1,3,3,4,4,4,3,6,1,8,473,1,66,3,1,4100,0.3292517006802721,12.66032791780777,1,0,1,0,0,0,1
424,6,3,1,8,1,1,2,3,4,4,3,4,2,1,6,74,1,44,2,0,2392,0.4849498327759197,11.842229212112827,1,0,1,0,0,0,0
425,7,3,1,8,2,1,1,3,3,4,3,4,1,1,6,0,1,126,1,1,2040,1.0,11.813030057420569,1,1,0,0,0,0,1
426,7,4,2,8,1,4,3,3,4,4,4,3,6,1,5,145,1,476,3,1,3162,0.0,12.524526376648707,1,0,1,0,0,0,1
427,4,3,1,8,0,1,1,3,3,5,3,0,3,1,5,0,1,0,1,0,1814,0.6824696802646086,11.599176553013448,1,0,1,0,0,0,1
428,7,4,2,8,0,1,2,3,4,5,4,0,6,1,6,108,1,159,3,0,2416,0.4503311258278146,12.18280401859082,1,0,1,0,0,0,1
429,6,4,2,8,1,2,1,3,4,3,3,3,6,1,6,0,1,169,3,0,2804,0.27801724137931033,12.072541252905653,1,0,1,0,0,0,1
430,6,3,1,8,0,1,1,3,3,3,3,0,5,1,4,232,1,0,1,1,1470,0.19875776397515527,11.35510137977666,1,0,1,0,0,0,1
431,6,3,0,8,0,1,0,0,3,4,3,0,1,1,7,0,1,98,1,0,2099,1.0,11.288531131754365,1,0,0,0,0,0,1
432,5,3,2,7,0,1,1,3,3,5,3,0,5,1,6,376,1,276,2,1,2130,0.3843137254901961,11.715866308966918,1,0,1,0,0,0,1
433,6,3,2,8,1,1,3,3,4,5,3,3,1,1,7,0,1,36,2,1,2530,1.0,12.106252310247962,1,0,1,0,0,0,1
434,4,3,0,8,0,3,0,0,4,4,3,0,5,1,3,0,1,88,2,0,1260,0.21428571428571427,11.302204433654575,1,0,1,0,0,0,1
435,7,4,2,8,1,3,2,3,4,5,4,3,6,5,6,0,1,219,3,1,2460,0.08760951188986232,12.264341553654152,1,0,1,0,0,0,1
436,6,3,2,8,0,1,1,3,2,3,3,0,1,1,6,0,1,0,1,0,1766,1.0,11.6613454700885,1,0,1,0,0,0,0
437,6,3,1,8,0,1,1,3,3,4,4,0,1,1,4,0,1,105,1,0,1788,1.0,11.686878772093667,1,0,1,0,0,0,1
438,5,4,1,8,1,1,1,4,3,3,3,4,2,1,4,0,1,34,1,0,1134,0.17045454545454544,11.411446296020374,0,1,0,0,0,0,1
439,6,4,2,8,0,2,1,3,3,4,3,0,1,1,7,0,1,46,1,0,1880,1.0,11.608235644774554,1,0,1,0,0,0,1
440,10,5,3,8,2,4,3,3,5,5,5,4,6,5,10,200,1,242,3,0,5496,0.2546864899806076,13.226723392728571,1,0,1,0,0,0,1
441,4,2,0,8,0,1,0,0,3,3,3,0,5,1,8,270,2,0,2,0,2880,0.9076388888888888,11.6784399034478,0,0,1,1,0,0,0
442,5,3,2,8,1,1,1,3,3,3,3,4,1,1,8,0,1,0,2,0,2651,1.0,12.000891794590135,1,1,0,0,0,0,1
443,7,4,3,8,1,3,3,3,5,5,4,4,1,1,6,72,1,160,2,0,2516,1.0,12.058152515453553,1,0,1,0,0,0,1
444,7,4,2,8,1,1,1,3,4,5,4,3,6,1,8,0,1,277,3,1,2823,0.2983606557377049,12.254862809699604,1,0,1,0,0,0,1
445,6,3,2,8,1,1,1,3,3,2,3,4,1,1,7,0,1,0,1,0,3125,1.0,11.755871643580615,1,0,1,0,0,0,1
446,6,4,2,5,1,1,3,3,3,5,4,4,5,3,6,0,1,0,2,1,3405,0.3671720500988794,12.154779351142626,1,0,1,0,0,0,1
447,7,4,2,8,1,1,3,3,4,4,4,3,1,1,10,0,1,89,2,1,2816,1.0,12.205572520488492,1,0,1,0,0,0,1
448,6,3,1,8,1,1,1,3,3,3,3,4,1,1,7,0,1,0,2,0,2156,1.0,11.691071650353704,1,0,0,0,0,0,1
449,3,3,1,8,0,1,1,3,3,5,3,0,5,1,6,0,1,176,1,1,1832,0.4899845916795069,11.695247021764185,1,0,1,0,0,0,1
450,6,4,1,8,0,1,1,2,3,5,3,0,1,1,5,0,1,113,1,0,1626,1.0,11.608235644774554,1,0,0,0,0,0,0
451,7,4,2,8,2,4,1,3,4,3,3,3,5,1,5,0,1,254,3,0,3066,0.5727332028701891,12.542544882151384,1,0,1,0,0,0,1
452,6,3,2,8,0,1,3,3,5,5,4,0,5,1,7,42,1,266,3,1,2628,0.14908256880733944,12.225875272826354,1,0,1,0,0,0,1
453,8,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,1,30,2,1,2358,1.0,12.254862809699604,1,0,1,0,0,0,1
454,5,3,2,8,0,1,1,3,3,3,3,0,5,1,8,0,2,0,4,0,3456,0.07060185185185185,12.144197241812089,1,0,1,0,0,0,1
455,7,3,2,8,1,1,1,3,3,2,3,3,5,1,6,320,1,0,1,1,2484,0.2624798711755233,12.075394321888055,1,0,1,0,0,0,1
456,5,3,3,8,0,1,1,2,3,2,3,0,1,1,7,0,1,96,1,0,1968,1.0,11.492722757652713,0,0,1,0,0,0,1
457,4,4,2,7,2,4,3,3,4,5,3,4,4,1,6,0,1,361,2,0,3027,0.18181818181818185,12.4529327234617,1,0,1,0,0,0,1
458,8,4,1,8,1,1,1,3,3,2,3,4,1,1,7,0,1,255,1,0,2254,1.0,11.989159643966598,1,0,1,0,0,0,1
459,5,4,1,8,1,1,1,3,3,3,3,3,2,1,5,161,1,248,2,0,1912,0.7390691114245416,11.608235644774554,1,0,1,0,0,0,1
460,8,3,2,8,0,1,3,3,4,5,4,0,6,1,8,110,1,150,3,1,2767,0.3461538461538461,12.481561937216318,1,0,1,0,0,0,1
461,7,4,2,8,0,1,2,3,4,5,4,0,5,4,6,0,1,256,2,0,1695,0.0,11.951180395901384,1,0,1,0,0,0,1
462,5,3,1,8,1,1,1,3,3,4,3,1,3,4,5,0,1,236,1,0,1728,0.0,11.04104808134268,1,0,1,0,0,0,1
463,6,3,1,8,1,1,1,3,3,2,3,4,2,1,6,0,1,0,1,1,2375,0.5440559440559439,12.147913731356642,1,0,1,0,0,0,0
464,5,3,0,8,0,1,0,0,4,3,3,0,3,1,5,136,1,0,2,0,2080,0.4076923076923077,11.728036844587177,1,0,1,0,0,0,1
465,7,4,2,8,1,1,3,3,4,5,4,3,1,1,6,18,1,164,2,0,2789,1.0,12.093687514935384,1,0,1,0,0,0,1
466,7,3,2,8,1,4,1,3,3,3,3,1,6,1,5,0,1,176,2,0,2554,0.3907595927956147,12.025749091398893,1,0,1,0,0,0,1
467,5,4,1,8,2,1,1,3,3,5,3,4,2,1,7,224,1,168,1,1,2372,0.4697802197802198,11.894780707439258,1,0,1,0,0,0,1
468,8,4,3,8,1,1,2,3,4,5,4,4,1,1,7,248,1,44,2,0,3260,1.0,12.429216196844385,1,0,1,0,0,0,1
469,6,4,2,8,0,1,2,3,4,5,4,0,6,1,7,120,1,214,2,1,2542,0.4879807692307692,12.138863895836725,1,0,1,0,0,0,1
470,8,4,2,8,0,3,2,3,4,3,4,0,6,4,4,0,1,194,2,1,2990,0.0,12.264341553654152,1,0,1,0,0,0,1
471,7,3,2,8,1,1,2,3,4,3,3,4,1,1,8,0,1,276,2,1,2777,1.0,12.154779351142626,1,0,1,0,0,0,1
472,6,3,2,8,0,4,2,3,4,5,3,0,6,1,5,80,1,28,2,0,1619,0.16087751371115175,11.904967552746253,1,0,1,0,0,0,1
473,8,4,3,8,1,4,2,3,5,5,4,5,6,1,7,304,1,313,3,0,3952,0.3168016194331984,12.994530005894447,1,0,1,0,0,0,1
474,8,5,2,8,0,3,2,3,4,5,4,0,6,1,6,0,1,144,3,0,3146,0.1994645247657296,12.43320821811392,1,0,1,0,0,0,1
475,5,3,2,8,0,1,1,3,3,3,3,0,6,1,5,0,1,216,2,0,1940,0.3505154639175257,11.794337924408412,1,0,1,0,0,0,1
476,6,4,2,8,1,4,3,3,4,5,3,3,6,1,7,215,1,179,3,0,2971,0.3274695534506089,12.249610947544653,1,0,1,0,0,0,1
477,9,5,3,8,1,3,3,3,4,5,5,4,1,1,9,772,1,498,2,1,4796,1.0,12.847926531702571,1,0,1,0,0,0,1
478,8,4,3,8,1,4,2,3,5,5,4,4,6,1,7,336,1,252,3,0,3423,0.24457478005865105,12.601487417784837,1,0,1,0,0,0,1
479,4,3,2,8,0,1,1,3,2,3,3,0,3,1,7,435,1,72,1,0,2038,0.814773980154355,11.401669829409995,1,0,1,0,0,0,1
480,9,4,3,8,1,4,3,3,5,5,4,4,6,1,8,378,1,631,3,0,3683,0.3120567375886525,12.694652660348844,1,0,1,0,0,0,1
481,9,5,3,8,1,4,3,3,5,5,4,4,6,1,6,562,1,255,3,0,3584,0.12555803571428573,12.832011076396668,1,0,1,0,0,0,1
482,7,5,1,6,1,1,1,2,3,5,4,4,5,1,7,0,1,0,2,1,2736,0.6714285714285714,11.951180395901384,1,0,1,0,0,0,1
483,6,3,2,8,0,1,1,3,5,5,3,0,6,1,5,116,1,125,3,0,2432,0.2623355263157895,12.007621706806335,1,0,1,0,0,0,1
484,5,4,1,8,0,1,1,3,3,4,3,0,5,1,6,0,1,132,2,0,1998,0.4114114114114114,11.794337924408412,1,0,1,0,0,0,1
485,5,4,1,8,1,1,1,3,3,4,4,4,5,1,5,0,1,200,1,0,2226,0.4546271338724169,11.898187865760873,1,0,1,0,0,0,1
486,5,3,2,8,0,1,2,3,3,3,3,0,5,1,6,168,1,0,2,1,2146,0.22087604846225534,11.957611286231675,1,0,1,0,0,0,1
487,5,3,2,8,1,3,1,3,4,4,3,3,5,1,7,0,1,404,2,0,2968,0.3274932614555256,12.072541252905653,1,0,1,0,0,0,1
488,5,3,2,5,1,1,1,3,3,3,3,4,4,1,10,0,2,142,2,0,3368,0.3039832285115304,11.982929094215965,0,0,0,0,0,0,0
489,4,4,1,8,0,3,1,3,4,3,3,0,6,1,3,0,1,0,2,0,1260,0.18253968253968253,11.362102575235644,1,0,1,0,0,0,1
490,5,3,1,8,1,2,3,3,4,3,3,4,1,1,4,0,1,165,1,1,1568,1.0,11.652687407345386,1,0,1,0,0,0,1
491,6,2,1,8,2,1,1,3,3,3,3,3,4,3,5,0,1,32,2,0,2384,0.29528535980148884,11.79810440720389,1,0,1,0,0,0,0
492,6,3,2,8,0,1,2,3,4,4,4,0,1,1,8,0,1,0,2,1,2184,1.0,12.059803326028714,1,0,1,0,0,0,1
493,5,3,1,8,1,1,1,3,3,3,3,2,4,2,6,0,1,0,1,1,2538,0.2860520094562648,11.951180395901384,1,0,1,0,0,0,0
494,5,3,1,8,0,1,1,3,2,4,3,0,1,1,4,0,1,244,1,0,1076,1.0,11.42190606658306,1,0,1,0,0,0,0
495,4,3,0,8,0,1,0,0,3,3,3,0,3,1,4,0,1,638,1,0,1440,0.3125,10.46024210819052,0,0,0,0,0,0,0
496,8,4,2,8,1,1,2,3,4,5,4,4,6,1,10,0,1,630,4,0,6428,0.6153125,12.971540487669744,1,0,1,0,0,0,1
497,7,3,1,8,0,1,1,3,3,5,3,0,3,1,8,0,1,100,3,0,2846,0.6793372319688109,12.122691036591124,1,0,0,0,0,0,1
498,5,4,1,8,0,1,3,3,3,5,3,0,5,1,5,89,1,64,1,0,1763,0.4791666666666667,11.77528972943772,1,0,1,0,0,0,1
499,5,3,1,8,0,1,3,3,3,2,3,0,4,2,5,0,1,297,1,1,1824,0.5723684210526315,11.695247021764185,1,0,1,0,0,0,1
500,6,3,1,8,0,1,1,3,3,3,3,0,4,1,7,285,1,172,1,1,1890,0.4702380952380952,11.635143097694476,1,0,1,0,0,0,1
501,7,4,2,8,0,1,2,3,4,4,4,0,6,1,7,0,1,108,2,1,2634,0.5381062355658198,12.331382836495619,1,0,1,0,0,0,1
502,5,3,2,8,0,1,1,2,3,5,3,0,5,6,6,0,1,184,2,0,2428,0.34596375617792424,11.849397701591439,1,0,1,0,0,0,1
503,7,3,2,8,2,1,3,3,3,3,3,3,5,1,6,0,1,215,3,0,3302,0.1692205196535643,12.57418196709457,1,0,1,0,0,0,1
504,6,3,2,8,1,1,1,3,3,3,3,2,5,3,6,0,1,260,2,2,2177,0.12046783625730995,11.898187865760873,1,0,1,0,0,0,1
505,5,3,2,8,0,1,1,3,3,4,3,0,1,1,10,360,2,0,2,0,2920,1.0,11.7320609948869,1,0,0,0,0,0,1
506,8,4,2,8,1,1,2,3,4,5,4,3,6,1,8,125,1,263,2,1,2688,0.510939510939511,12.278393307109802,1,0,1,0,0,0,1
507,6,4,2,8,0,1,3,3,4,5,4,0,6,1,4,0,1,102,2,0,2436,0.9778325123152708,12.246734627249065,1,0,1,0,0,0,1
508,7,4,2,8,1,1,1,3,3,5,3,4,3,1,7,0,1,116,2,0,2067,0.795355587808418,11.989159643966598,1,0,0,0,0,0,1
509,5,3,1,8,0,1,2,3,3,5,3,0,5,1,6,132,1,312,2,0,2082,0.04803073967339097,11.7320609948869,1,0,1,0,0,0,1
510,5,3,1,7,2,1,1,3,3,5,4,3,4,3,6,70,1,534,2,0,2371,0.1765873015873016,12.01309450854769,1,0,1,0,0,0,1
511,7,4,2,8,1,1,2,3,4,5,4,4,1,1,6,94,1,167,2,0,2736,1.0,12.219309648562168,1,0,1,0,0,0,1
512,5,3,2,8,0,1,1,3,3,3,3,0,4,2,5,0,1,0,2,0,1728,0.19560185185185186,11.774520202658689,1,0,1,0,0,0,1
513,6,3,2,8,0,1,1,3,3,3,3,0,5,1,5,0,1,278,1,1,2164,0.6900369003690037,11.805595078933045,1,0,1,0,0,0,1
514,5,3,1,8,0,1,1,1,3,2,3,0,1,1,5,0,1,112,1,0,1557,1.0,11.477298287327075,0,0,1,0,0,0,1
515,10,5,3,8,1,1,3,3,5,5,5,4,6,1,9,305,1,210,3,1,4026,0.28414755732801594,12.906346868281233,1,0,1,0,0,0,1
516,6,3,2,8,1,1,2,3,3,3,3,3,1,1,7,333,1,104,2,1,2808,1.0,11.970350312009106,1,0,1,0,0,0,1
517,7,4,3,8,1,1,2,3,4,5,4,3,1,1,7,921,1,220,2,1,3608,1.0,12.487485104968359,1,0,1,0,0,0,1
518,6,3,2,8,0,2,2,3,4,5,3,0,6,1,7,0,1,36,3,1,2590,0.11083123425692697,12.259613412458204,1,0,1,0,0,0,1
519,7,4,1,8,2,1,1,3,4,5,4,4,1,1,9,0,1,145,1,1,3356,1.0,12.36307639433984,1,0,1,0,0,0,1
520,4,3,0,8,0,0,0,0,0,3,3,0,0,0,7,0,2,544,2,0,1294,0.0,11.573550086786664,0,0,0,0,0,0,0
521,6,3,1,8,2,1,1,3,3,5,3,4,3,1,6,0,1,40,1,1,2488,0.3754019292604502,11.918390573078392,1,0,1,0,0,0,0
522,6,3,2,8,2,1,1,3,3,5,3,4,5,1,7,0,1,60,2,0,2668,0.602589641434263,11.976659481202367,1,0,1,0,0,0,1
524,7,4,3,8,1,1,3,3,4,5,4,3,6,1,8,594,1,299,3,1,3777,0.4786076867295142,12.662706040212738,1,0,1,0,0,0,1
525,7,4,2,8,1,1,1,3,4,5,4,3,1,1,6,0,1,182,2,0,2523,1.0,12.078239274020287,1,0,1,0,0,0,1
526,5,3,1,8,0,1,1,3,4,3,3,0,3,1,4,0,1,417,1,0,1856,0.59375,11.790557201568507,1,0,1,0,0,0,1
527,9,5,3,8,1,3,3,3,5,5,5,4,6,1,11,268,1,192,3,1,4165,0.08402203856749313,13.008659261632127,1,0,1,0,0,0,1
528,4,3,0,8,0,2,0,0,3,5,3,0,5,1,5,0,1,144,2,0,1133,0.3409090909090909,11.362102575235644,1,0,0,0,0,0,1
529,6,3,2,4,2,1,2,3,3,3,4,3,3,1,9,0,2,200,4,0,4550,0.40098280098280104,12.209187788430318,1,0,1,0,0,0,1
530,6,4,2,8,1,3,2,3,4,5,4,2,6,1,5,219,1,224,3,0,2970,0.4640657084188912,12.072541252905653,1,0,1,0,0,0,1
531,6,3,2,8,0,2,3,3,2,5,3,0,1,1,6,0,1,84,2,0,1973,1.0,11.759785542901756,1,0,1,0,0,0,1
532,5,3,1,5,1,0,1,3,0,5,3,1,0,0,5,0,1,0,1,0,827,0.0,11.585246126549855,1,0,1,0,0,0,1
533,1,2,0,8,0,0,0,0,0,2,2,0,0,0,2,0,1,0,1,0,334,0.0,10.578979797857352,0,0,0,1,0,0,0
534,8,4,2,8,1,3,3,3,5,5,4,4,1,1,6,0,1,135,2,1,2121,1.0,12.089538829274224,1,0,1,0,0,0,1
535,5,3,0,8,0,4,0,0,4,3,3,0,6,1,5,0,1,233,2,0,2464,0.13249776186213072,11.585246126549855,1,0,0,0,0,0,1
536,7,4,2,8,0,3,3,3,4,5,3,0,1,1,8,0,1,275,2,1,2604,1.0,12.144197241812089,1,0,1,0,0,0,1
537,4,3,2,8,0,1,1,3,3,3,3,0,4,1,5,0,1,216,1,0,1728,0.3055555555555556,11.619535200028489,1,0,1,0,0,0,1
538,5,3,1,8,1,1,1,3,3,3,3,2,4,1,7,188,1,466,1,1,2210,0.3596574690770695,11.970350312009106,1,0,1,0,0,0,1
539,8,4,2,8,1,3,2,3,4,5,4,3,6,1,6,479,1,180,3,0,3182,0.14104996837444655,12.513557345278134,1,0,1,0,0,0,1
540,9,5,3,8,1,3,3,3,5,5,5,4,6,1,8,584,1,338,3,0,3676,0.3144722524483134,12.66032791780777,1,0,1,0,0,0,1
541,8,4,3,8,1,1,3,3,4,5,4,3,1,1,8,72,1,56,2,1,3254,1.0,12.421184025147117,1,0,1,0,0,0,1
542,7,4,2,4,1,1,3,3,5,5,4,3,2,6,7,0,1,151,3,0,3330,0.2296969696969697,12.270220465353924,1,0,1,0,0,0,1
543,7,3,1,8,0,3,3,3,4,5,3,0,6,2,4,182,1,160,2,0,1490,0.0,11.79810440720389,1,0,1,0,0,0,1
544,7,4,2,8,1,3,2,3,4,5,4,4,6,1,7,0,1,124,3,1,2150,0.1529051987767584,12.098849284742151,1,0,1,0,0,0,1
545,7,4,3,8,0,1,1,3,4,4,4,0,6,2,9,178,1,0,2,1,3387,0.0,12.341477282536376,1,0,1,0,0,0,1
546,6,3,2,8,1,1,1,3,4,5,3,4,3,1,6,0,1,182,1,1,2700,0.7183098591549296,12.254862809699604,1,0,1,0,0,0,0
547,5,3,2,8,0,3,1,3,4,5,3,0,5,1,5,0,1,104,2,0,1536,0.19401041666666666,11.771436160121727,1,0,1,0,0,0,1
548,5,3,2,8,0,1,2,3,3,3,3,0,2,3,4,0,1,190,2,0,1650,0.0,11.736069016284436,1,0,1,0,0,0,1
549,7,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,1,364,2,1,3006,1.0,12.479909311159902,1,0,1,0,0,0,1
550,6,3,2,8,0,1,2,3,4,3,3,0,5,1,4,0,1,255,2,0,2138,0.4770813844714686,11.849397701591439,1,0,1,0,0,0,1
551,5,3,1,8,0,1,3,3,3,4,3,0,3,1,5,0,1,0,1,0,1856,0.6681034482758621,11.630708500626614,1,0,1,0,0,0,0
552,8,4,3,8,1,3,2,3,5,5,4,4,1,1,7,250,1,208,2,0,3426,1.0,12.450977688625894,1,0,1,0,0,0,1
553,4,4,2,8,0,0,3,3,0,5,3,0,0,0,5,0,1,96,2,0,1126,0.0,11.589886506106355,1,0,0,0,0,0,1
