"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"820","820","120","rl","44","6371","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","twnhse","1story","7","5","2009","2010","gable","compshg","vinylsd","vinylsd","stone","128","gd","ta","pconc","gd","ta","mn","glq","733","unf","0","625","1358","gasa","ex","y","sbrkr","1358","0","0","1358","1","0","2","0","2","1","gd","6","typ","1","gd","attchd","2010","rfn","2","484","ta","ta","y","192","35","0","0","0","0","nothing","nothing","nothing","0","6","2010","new","partial","224000"
"821","821","60","rl","72","7226","pave","nothing","ir1","lvl","allpub","culdsac","gtl","collgcr","norm","norm","1fam","2story","7","5","2003","2003","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","unf","0","unf","0","798","798","gasa","ex","y","sbrkr","798","842","0","1640","0","0","2","1","3","1","gd","6","typ","0","nothing","attchd","2003","rfn","2","595","ta","ta","y","0","45","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","183000"
"822","822","20","rm","60","6000","pave","pave","reg","bnk","allpub","inside","mod","oldtown","norm","norm","2fmcon","1story","4","4","1953","1953","gable","compshg","metalsd","metalsd","nothing","0","fa","ta","cblock","fa","ta","no","unf","0","unf","0","936","936","gasa","ta","n","sbrkr","936","0","0","936","0","0","1","0","2","1","ta","4","min2","0","nothing","detchd","1974","unf","2","576","ta","ta","y","0","32","112","0","0","0","nothing","nothing","nothing","0","2","2009","wd","normal","93000"
"823","823","60","rl","0","12394","pave","nothing","ir1","lvl","allpub","corner","gtl","gilbert","norm","norm","1fam","2story","7","5","2003","2003","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","gd","unf","0","unf","0","847","847","gasa","ex","y","sbrkr","847","886","0","1733","0","0","2","1","3","1","gd","7","typ","1","gd","builtin","2003","fin","2","433","ta","ta","y","100","48","0","0","0","0","nothing","nothing","nothing","0","10","2007","wd","family","225000"
"824","824","50","rl","60","9900","pave","nothing","reg","lvl","allpub","inside","gtl","swisu","norm","norm","1fam","1.5fin","6","7","1940","1950","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","778","778","gasa","ta","y","sbrkr","944","545","0","1489","0","0","2","0","3","1","ta","7","typ","1","gd","detchd","1940","unf","1","240","ta","ta","y","335","0","0","0","0","0","nothing","gdwo","nothing","0","7","2009","wd","normal","139500"
"825","825","20","fv","81","11216","pave","nothing","reg","lvl","allpub","inside","gtl","somerst","norm","norm","1fam","1story","8","5","2006","2006","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","gd","no","unf","0","unf","0","1489","1489","gasa","ex","y","sbrkr","1489","0","0","1489","0","0","2","0","3","1","gd","7","typ","1","gd","attchd","2006","rfn","2","776","ta","ta","y","0","140","0","0","0","0","nothing","nothing","nothing","0","6","2006","new","partial","232600"
"826","826","20","rl","114","14803","pave","nothing","reg","lvl","allpub","inside","gtl","nridght","posn","posn","1fam","1story","10","5","2007","2008","hip","compshg","cemntbd","cmentbd","brkface","816","ex","ta","pconc","ex","ta","av","glq","1636","unf","0","442","2078","gasa","ex","y","sbrkr","2084","0","0","2084","1","0","2","0","2","1","ex","7","typ","1","gd","attchd","2007","fin","3","1220","ta","ta","y","188","45","0","0","0","0","nothing","nothing","nothing","0","6","2008","new","partial","385000"
"827","827","45","rm","50","6130","pave","nothing","reg","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1.5unf","5","6","1924","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","brktil","ta","ta","no","alq","784","unf","0","0","784","gasa","gd","y","sbrkr","784","0","0","784","1","0","1","0","2","1","gd","5","typ","0","nothing","nothing","1924","nothing","0","0","nothing","nothing","y","0","0","116","0","0","0","nothing","nothing","nothing","0","5","2008","wd","normal","109500"
"828","828","20","rl","65","8529","pave","nothing","ir1","lvl","allpub","inside","gtl","sawyerw","norm","norm","1fam","1story","7","5","2001","2001","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","glq","20","unf","0","1434","1454","gasa","ex","y","sbrkr","1434","0","0","1434","0","0","2","0","3","1","gd","6","typ","1","ta","attchd","2001","rfn","2","527","ta","ta","y","290","39","0","0","0","0","nothing","nothing","nothing","0","4","2009","wd","normal","189000"
"829","829","60","rl","0","28698","pave","nothing","ir2","low","allpub","culdsac","sev","clearcr","norm","norm","1fam","2story","5","5","1967","1967","flat","tar&grv","plywood","plywood","nothing","0","ta","ta","pconc","ta","gd","gd","lwq","249","alq","764","0","1013","gasa","ta","y","sbrkr","1160","966","0","2126","0","1","2","1","3","1","ta","7","min2","0","nothing","attchd","1967","fin","2","538","ta","ta","y","486","0","0","0","225","0","nothing","nothing","nothing","0","6","2009","wd","abnorml","185000"
"830","830","160","fv","24","2544","pave","pave","reg","lvl","allpub","inside","gtl","somerst","norm","norm","twnhs","2story","7","5","2005","2005","gable","compshg","metalsd","metalsd","nothing","0","gd","ta","pconc","gd","ta","no","unf","0","unf","0","600","600","gasa","ex","y","sbrkr","520","623","80","1223","0","0","2","1","2","1","gd","4","typ","0","nothing","detchd","2005","rfn","2","480","ta","ta","y","0","166","0","0","0","0","nothing","nothing","nothing","0","7","2006","wd","normal","147400"
"831","831","20","rl","80","11900","pave","nothing","ir1","lvl","allpub","corner","gtl","names","norm","norm","1fam","1story","6","5","1957","1957","gable","compshg","hdboard","hdboard","brkface","387","ta","ta","cblock","ta","ta","no","rec","1040","unf","0","352","1392","gasa","ta","y","fusea","1392","0","0","1392","1","0","1","1","3","1","ta","6","typ","2","gd","attchd","1957","rfn","2","458","ta","ta","y","0","0","0","0","192","0","nothing","nothing","nothing","0","6","2008","wd","normal","166000"
"832","832","160","fv","30","3180","pave","pave","reg","lvl","allpub","inside","gtl","somerst","norm","norm","twnhse","2story","7","5","2005","2005","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","pconc","gd","ta","no","unf","0","unf","0","600","600","gasa","ex","y","sbrkr","520","600","80","1200","0","0","2","1","2","1","gd","4","typ","0","nothing","detchd","2005","rfn","2","480","ta","ta","y","0","166","0","0","0","0","nothing","nothing","nothing","0","6","2006","wd","normal","151000"
"833","833","60","rl","44","9548","pave","nothing","ir1","lvl","allpub","culdsac","gtl","collgcr","norm","norm","1fam","2story","7","6","2003","2003","gable","compshg","vinylsd","vinylsd","brkface","223","gd","ta","pconc","gd","ta","no","glq","483","unf","0","458","941","gasa","ex","y","sbrkr","941","888","0","1829","1","0","2","1","3","1","gd","7","typ","1","ta","attchd","2003","rfn","2","613","ta","ta","y","192","39","0","0","0","0","nothing","nothing","nothing","0","1","2010","wd","normal","237000"
"834","834","20","rl","100","10004","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","6","6","1964","1964","gable","compshg","hdboard","plywood","brkface","180","ta","ta","cblock","ta","ta","no","rec","196","blq","345","975","1516","gasa","ta","y","sbrkr","1516","0","0","1516","0","0","1","1","3","1","ta","6","typ","0","nothing","attchd","1964","rfn","2","472","ta","ta","y","0","0","0","0","152","0","nothing","nothing","nothing","0","2","2009","wd","normal","167000"
"835","835","20","rl","75","7875","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","6","1961","1961","gable","compshg","vinylsd","vinylsd","brkface","136","ta","ta","cblock","ta","ta","no","rec","572","unf","0","572","1144","gasa","gd","y","sbrkr","1144","0","0","1144","1","0","1","0","3","1","ta","6","typ","0","nothing","attchd","1961","unf","2","456","ta","ta","y","0","0","0","0","0","0","nothing","gdwo","nothing","0","9","2008","wd","normal","139950"
"836","836","20","rl","60","9600","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","1fam","1story","4","7","1950","1995","gable","compshg","vinylsd","hdboard","nothing","0","ta","ta","cblock","gd","ta","no","blq","442","unf","0","625","1067","gasa","ta","y","sbrkr","1067","0","0","1067","0","0","2","0","2","1","gd","4","min2","0","nothing","attchd","1996","unf","2","436","ta","ta","y","290","0","0","0","0","0","nothing","nothing","nothing","0","2","2010","wd","normal","128000"
"837","837","30","rm","90","8100","pave","pave","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","1story","5","6","1948","1973","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","brktil","ta","ta","no","rec","338","unf","0","1221","1559","gasa","gd","y","sbrkr","1559","0","0","1559","1","0","1","0","2","1","ta","5","min2","0","nothing","detchd","1948","unf","2","812","ta","ta","y","0","116","230","0","0","0","nothing","gdwo","nothing","0","6","2007","cod","normal","153500"
"838","838","160","rm","21","1680","pave","nothing","reg","lvl","allpub","inside","gtl","brdale","norm","norm","twnhs","2story","6","5","1973","1973","gable","compshg","hdboard","hdboard","brkface","158","ta","ta","cblock","ta","ta","no","blq","330","unf","0","153","483","gasa","ta","y","sbrkr","483","504","0","987","1","0","1","1","2","1","ta","5","typ","0","nothing","detchd","1973","unf","1","264","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","11","2008","wd","normal","100000"
"839","839","20","rl","75","9525","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","1story","5","6","1995","2006","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","pconc","gd","ta","no","unf","0","unf","0","1099","1099","gasa","ex","y","sbrkr","1099","0","0","1099","0","0","1","1","3","1","gd","6","typ","0","nothing","attchd","1999","unf","1","352","ta","ta","y","278","0","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","144000"
"840","840","50","rl","70","11767","pave","nothing","reg","lvl","allpub","inside","gtl","edwards","norm","norm","1fam","1.5fin","5","6","1946","1995","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","blq","352","unf","0","416","768","gasa","ex","y","sbrkr","768","432","0","1200","0","0","1","0","3","1","ta","6","typ","0","nothing","detchd","1946","unf","1","240","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","5","2008","wd","normal","130500"
"841","841","70","rh","0","12155","pave","nothing","ir1","lvl","allpub","inside","gtl","swisu","norm","norm","1fam","2story","6","8","1925","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","ta","no","blq","156","unf","0","516","672","gasa","ta","n","sbrkr","810","672","0","1482","0","0","2","0","4","1","fa","7","typ","0","nothing","detchd","1934","unf","1","400","ta","ta","p","0","0","254","0","0","0","nothing","nothing","nothing","0","3","2008","wd","normal","140000"
"842","842","70","rm","60","10440","pave","grvl","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","2story","5","8","1904","2002","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","pconc","ta","ta","no","unf","0","unf","0","650","650","gasa","gd","y","sbrkr","958","581","0","1539","0","0","2","0","3","1","gd","8","typ","1","po","detchd","1983","unf","2","686","gd","ta","p","70","78","68","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","157500"
"843","843","80","rl","82","9020","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","slvl","6","7","1966","1966","gable","compshg","hdboard","hdboard","brkface","183","ta","ta","cblock","ta","ta","gd","rec","312","alq","539","276","1127","gasa","ta","y","sbrkr","1165","0","0","1165","1","0","1","1","3","1","ta","6","typ","0","nothing","attchd","1966","rfn","2","490","gd","gd","y","0","129","0","0","0","0","nothing","gdprv","nothing","0","5","2008","wd","normal","174900"
"844","844","90","rl","80","8000","pave","nothing","reg","lvl","allpub","corner","gtl","names","artery","norm","duplex","1story","5","4","1961","1961","gable","compshg","brkface","brkface","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","1800","1800","gasa","ex","n","sbrkr","1800","0","0","1800","0","0","2","0","6","2","ta","10","typ","0","nothing","nothing","1961","nothing","0","0","nothing","nothing","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2007","wd","normal","141000"
"845","845","50","rm","100","12665","pave","grvl","ir1","lvl","allpub","inside","gtl","oldtown","artery","norm","1fam","1.5fin","5","8","1915","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","ta","mn","unf","0","unf","0","876","876","gasa","gd","y","sbrkr","876","540","0","1416","0","0","1","1","4","1","ta","7","typ","1","gd","detchd","1949","unf","3","720","ta","ta","y","418","0","194","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","153900"
"846","846","85","rl","0","16647","pave","nothing","ir1","lvl","allpub","culdsac","gtl","sawyer","rrae","norm","1fam","sfoyer","5","5","1975","1981","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","cblock","gd","ta","gd","alq","1390","unf","0","0","1390","gasa","ta","y","sbrkr","1701","0","0","1701","1","0","2","0","3","1","ta","6","min2","2","ta","basment","1975","fin","2","611","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","1","2007","wd","normal","171000"
"847","847","60","rl","75","9317","pave","nothing","reg","lvl","allpub","inside","gtl","sawyerw","norm","norm","1fam","2story","7","5","1993","1993","gable","compshg","hdboard","hdboard","brkface","137","gd","ta","pconc","gd","ta","no","alq","513","unf","0","227","740","gasa","ex","y","sbrkr","1006","769","0","1775","1","0","2","1","3","1","gd","7","typ","1","ta","attchd","1993","unf","2","425","ta","ta","y","234","72","192","0","0","0","nothing","nothing","nothing","0","7","2009","wd","normal","213000"
"848","848","20","rl","36","15523","pave","nothing","ir1","lvl","allpub","culdsac","gtl","collgcr","norm","norm","1fam","1story","5","6","1972","1972","gable","compshg","hdboard","plywood","nothing","0","ta","ta","cblock","ta","ta","av","blq","460","unf","0","404","864","gasa","ex","y","sbrkr","864","0","0","864","1","0","1","0","3","1","ta","5","typ","1","fa","attchd","1972","unf","1","338","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","8","2009","wd","normal","133500"
"849","849","50","rl","75","45600","pave","nothing","ir2","bnk","allpub","inside","gtl","clearcr","norm","norm","1fam","1.5fin","6","8","1908","1997","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","907","907","gasa","ta","y","sbrkr","1307","1051","0","2358","0","0","3","0","5","1","ta","10","typ","1","gd","detchd","1908","unf","2","360","fa","ta","y","486","40","0","0","175","0","nothing","nothing","nothing","0","9","2008","wd","normal","240000"
"850","850","80","rl","80","9600","pave","nothing","reg","lvl","allpub","fr2","gtl","veenker","feedr","norm","1fam","slvl","6","7","1976","1994","hip","compshg","plywood","plywood","brkface","360","gd","gd","cblock","ta","ta","no","unf","0","unf","0","528","528","gasa","ex","y","sbrkr","1094","761","0","1855","0","0","2","1","3","1","ta","7","typ","1","ta","attchd","1976","rfn","2","512","ta","ta","y","113","100","0","0","0","0","nothing","nothing","nothing","0","8","2007","wd","normal","187000"
"851","851","120","rm","36","4435","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","twnhse","1story","6","5","2003","2003","gable","compshg","vinylsd","vinylsd","brkface","170","gd","ta","pconc","gd","ta","av","glq","659","unf","0","189","848","gasa","ex","y","sbrkr","848","0","0","848","1","0","1","0","1","1","gd","3","typ","0","nothing","attchd","2003","fin","2","420","ta","ta","y","140","0","0","0","0","0","nothing","nothing","nothing","0","11","2007","wd","normal","131500"
"852","852","120","rl","0","3196","pave","nothing","reg","lvl","allpub","inside","gtl","blmngtn","norm","norm","twnhse","1story","8","5","2003","2003","gable","compshg","vinylsd","vinylsd","brkface","40","gd","ta","pconc","gd","ta","gd","unf","0","unf","0","1273","1273","gasa","ex","y","sbrkr","1456","0","0","1456","0","0","2","0","2","1","gd","7","typ","1","ta","attchd","2003","fin","2","400","ta","ta","y","143","20","0","0","0","0","nothing","nothing","nothing","0","5","2006","wd","normal","215000"
"853","853","75","rl","53","7128","pave","nothing","reg","lvl","allpub","inside","gtl","crawfor","norm","norm","1fam","2.5unf","7","5","1941","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","gd","cblock","ta","ta","no","rec","364","unf","0","554","918","gasa","gd","y","sbrkr","918","728","0","1646","0","0","2","0","4","1","ta","7","typ","2","gd","detchd","1941","unf","1","240","ta","ta","y","0","0","0","0","126","0","nothing","mnprv","nothing","0","8","2007","wd","normal","164000"
"854","854","80","rl","0","12095","pave","nothing","ir1","lvl","allpub","corner","gtl","names","norm","norm","1fam","slvl","6","6","1964","1964","gable","compshg","metalsd","hdboard","brkface","115","ta","gd","cblock","ta","ta","gd","rec","564","unf","0","563","1127","gasa","ta","y","sbrkr","1445","0","0","1445","0","0","1","1","3","1","ta","7","typ","1","fa","attchd","1964","rfn","2","645","ta","ta","y","180","0","0","0","0","0","nothing","mnprv","nothing","0","8","2009","wd","normal","158000"
"855","855","20","rl","102","17920","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","1fam","1story","5","4","1955","1974","hip","compshg","wd sdng","plywood","nothing","0","ta","ta","cblock","ta","ta","mn","alq","306","rec","1085","372","1763","gasa","ta","y","sbrkr","1779","0","0","1779","1","0","1","1","3","1","ta","6","typ","1","gd","attchd","1955","unf","2","454","ta","ta","y","0","418","0","0","312","0","nothing","nothing","nothing","0","7","2006","wd","abnorml","170000"
"856","856","20","rl","0","6897","pave","nothing","ir1","lvl","allpub","corner","gtl","sawyer","norm","norm","1fam","1story","5","8","1962","2010","gable","compshg","hdboard","hdboard","nothing","0","ta","gd","cblock","ta","ta","no","alq","659","unf","0","381","1040","gasa","ex","y","sbrkr","1040","0","0","1040","1","0","1","1","3","1","ta","6","typ","0","nothing","detchd","1962","unf","1","260","ta","ta","y","0","104","0","0","0","0","nothing","nothing","nothing","0","4","2010","wd","normal","127000"
"857","857","80","rl","0","10970","pave","nothing","ir1","low","allpub","inside","mod","collgcr","norm","norm","1fam","slvl","6","6","1978","1978","gable","compshg","plywood","hdboard","nothing","0","ta","ta","cblock","gd","gd","gd","glq","505","lwq","435","0","940","gasa","ta","y","sbrkr","1026","0","0","1026","1","0","1","0","3","1","ta","5","typ","0","nothing","detchd","1981","unf","2","576","ta","fa","y","0","0","34","0","0","0","nothing","mnprv","nothing","0","10","2008","wd","normal","147000"
"858","858","60","rl","65","8125","pave","nothing","reg","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","2story","6","5","1994","1995","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","pconc","gd","ta","no","unf","0","unf","0","702","702","gasa","gd","y","sbrkr","702","779","0","1481","0","0","2","1","3","1","ta","6","typ","1","ta","attchd","1994","fin","2","343","ta","ta","y","0","36","0","0","0","0","nothing","nothing","nothing","0","3","2009","wd","normal","174000"
"859","859","20","rl","80","10400","pave","nothing","reg","lvl","allpub","inside","gtl","nwames","norm","norm","1fam","1story","7","5","1976","1976","gable","compshg","hdboard","hdboard","brkface","189","ta","ta","cblock","gd","ta","no","unf","0","unf","0","1090","1090","gasa","ta","y","sbrkr","1370","0","0","1370","0","0","2","0","3","1","ta","6","typ","1","ta","attchd","1976","rfn","2","479","ta","ta","y","0","0","0","0","0","0","nothing","mnprv","nothing","0","6","2009","wd","family","152000"
"860","860","60","rl","0","11029","pave","nothing","ir1","lvl","allpub","corner","gtl","nwames","posa","norm","1fam","2story","6","7","1968","1984","gable","compshg","hdboard","hdboard","brkface","220","ta","ta","cblock","ta","ta","mn","blq","619","unf","0","435","1054","gasa","ta","y","sbrkr","1512","1142","0","2654","1","0","2","1","4","1","gd","9","typ","1","gd","attchd","1968","unf","2","619","ta","ta","y","0","65","0","0","222","0","nothing","nothing","nothing","0","8","2006","wd","normal","250000"
"861","861","50","rl","55","7642","pave","nothing","reg","lvl","allpub","corner","gtl","crawfor","norm","norm","1fam","1.5fin","7","8","1918","1998","gable","compshg","wd sdng","wd sdng","nothing","0","gd","ta","brktil","ta","ta","no","unf","0","unf","0","912","912","gasa","gd","y","sbrkr","912","514","0","1426","0","0","1","1","3","1","gd","7","typ","1","gd","detchd","1925","unf","1","216","ta","ta","y","0","240","0","0","0","0","nothing","gdprv","nothing","0","6","2007","wd","normal","189950"
"862","862","190","rl","75","11625","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","2fmcon","1story","5","4","1965","1965","hip","compshg","plywood","hdboard","nothing","0","ta","ta","pconc","ta","ta","mn","blq","841","unf","0","198","1039","gasa","ex","y","sbrkr","1039","0","0","1039","1","0","1","1","3","1","ta","6","typ","0","nothing","attchd","1965","unf","2","504","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","4","2010","wd","normal","131500"
"863","863","20","rl","81","9672","pave","nothing","reg","lvl","allpub","corner","gtl","sawyerw","norm","norm","1fam","1story","6","5","1984","1985","hip","compshg","hdboard","plywood","nothing","0","ta","ta","pconc","gd","ta","no","glq","338","unf","0","702","1040","gasa","ta","y","sbrkr","1097","0","0","1097","0","0","2","0","3","1","ta","6","typ","0","nothing","attchd","1986","unf","2","480","ta","ta","y","0","0","0","0","0","0","nothing","gdprv","nothing","0","5","2010","wd","normal","152000"
"864","864","20","rl","70","7931","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","5","1959","1959","hip","compshg","brkface","plywood","nothing","0","ta","ta","cblock","ta","ta","no","blq","1148","unf","0","0","1148","gasa","ta","y","sbrkr","1148","0","0","1148","1","0","1","0","3","1","ta","6","typ","0","nothing","attchd","1959","unf","1","672","ta","ta","y","0","0","0","0","0","0","nothing","gdprv","nothing","0","7","2009","wd","normal","132500"
"865","865","20","fv","72","8640","pave","nothing","reg","lvl","allpub","inside","gtl","somerst","norm","norm","1fam","1story","7","5","2007","2008","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","ex","ta","no","unf","0","unf","0","1372","1372","gasa","ex","y","sbrkr","1372","0","0","1372","0","0","2","0","3","1","gd","6","typ","0","nothing","attchd","2008","fin","2","529","ta","ta","y","0","140","0","0","0","0","nothing","nothing","nothing","0","5","2008","new","partial","250580"
"866","866","20","rl","0","8750","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","6","1970","1970","gable","compshg","metalsd","metalsd","brkface","76","ta","ta","cblock","ta","ta","no","blq","828","unf","0","174","1002","gasa","ta","y","sbrkr","1002","0","0","1002","1","0","1","0","3","1","ta","5","typ","0","nothing","detchd","1973","unf","2","902","ta","ta","y","0","0","0","0","0","0","nothing","mnprv","nothing","0","8","2009","wd","normal","148500"
"867","867","20","rl","67","10656","pave","nothing","ir1","hls","allpub","inside","gtl","timber","norm","norm","1fam","1story","8","5","2006","2007","gable","compshg","vinylsd","vinylsd","stone","274","gd","ta","pconc","gd","ta","av","unf","0","unf","0","1638","1638","gasa","ex","y","sbrkr","1646","0","0","1646","0","0","2","0","3","1","gd","6","typ","1","gd","attchd","2007","rfn","3","870","ta","ta","y","192","80","0","0","0","0","nothing","nothing","nothing","0","11","2007","new","partial","248900"
"868","868","20","rl","85","6970","pave","nothing","reg","lvl","allpub","corner","gtl","sawyer","feedr","norm","1fam","1story","4","5","1961","1961","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","cblock","ta","ta","no","alq","932","unf","0","108","1040","gasa","ta","y","sbrkr","1120","0","0","1120","1","0","1","1","3","1","fa","5","typ","0","nothing","attchd","1961","rfn","2","544","ta","ta","y","168","0","0","0","0","0","nothing","nothing","shed","400","5","2007","wd","normal","129000"
"869","869","60","rl","0","14762","pave","nothing","ir2","lvl","allpub","corner","gtl","gilbert","feedr","norm","1fam","2story","5","6","1948","1950","gable","compshg","plywood","plywood","nothing","0","ta","ta","slab","nothing","nothing","nothing","nothing","0","nothing","0","0","0","gasa","gd","y","sbrkr","1547","720","53","2320","0","0","2","0","2","1","ta","7","typ","1","ta","attchd","1979","unf","2","672","ta","ta","p","120","144","0","0","0","0","nothing","nothing","nothing","0","5","2006","wd","normal","169000"
"870","870","60","rl","80","9938","pave","nothing","reg","lvl","allpub","inside","gtl","sawyerw","norm","norm","1fam","2story","7","5","1993","1994","gable","compshg","metalsd","metalsd","brkface","246","gd","ta","pconc","gd","ta","no","glq","750","unf","0","300","1050","gasa","ex","y","sbrkr","1062","887","0","1949","1","0","2","1","3","1","gd","8","typ","1","ta","attchd","1993","fin","2","574","ta","ta","y","156","90","0","0","0","0","nothing","gdprv","nothing","0","6","2010","wd","normal","236000"
"871","871","20","rl","60","6600","pave","nothing","reg","lvl","allpub","inside","gtl","names","posn","norm","1fam","1story","5","5","1962","1962","hip","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","894","894","gasa","gd","n","sbrkr","894","0","0","894","0","0","1","0","2","1","ta","5","typ","0","nothing","detchd","1962","unf","1","308","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","8","2009","wd","normal","109500"
"872","872","60","rl","70","8750","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","2story","6","5","1998","1998","gable","compshg","vinylsd","vinylsd","brkface","116","ta","ta","pconc","gd","ta","no","glq","505","unf","0","299","804","gasa","ex","y","sbrkr","804","878","0","1682","0","0","2","1","3","1","gd","7","typ","0","nothing","attchd","1998","rfn","2","523","ta","ta","y","0","77","0","0","0","0","nothing","nothing","nothing","0","6","2010","wd","normal","200500"
"873","873","20","rl","74","8892","pave","nothing","reg","lvl","allpub","corner","gtl","names","norm","norm","1fam","1story","5","7","1953","1996","gable","compshg","wdshing","wd shng","nothing","0","gd","ta","stone","ta","ta","av","unf","0","unf","0","105","105","gasa","gd","y","sbrkr","910","0","0","910","0","0","1","0","3","1","gd","5","typ","0","nothing","attchd","1953","unf","2","414","ta","ta","y","196","0","150","0","0","0","nothing","gdwo","nothing","0","10","2008","wd","normal","116000"
"874","874","40","rl","60","12144","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1949","1950","gable","compshg","hdboard","hdboard","nothing","0","gd","ta","cblock","ta","ta","no","rec","375","unf","0","457","832","gasa","gd","y","sbrkr","1036","0","232","1268","0","0","1","0","3","1","ta","6","typ","1","gd","attchd","1949","unf","1","288","ta","ta","y","0","28","0","0","0","0","nothing","nothing","othr","0","9","2009","wd","normal","133000"
"875","875","50","rm","52","5720","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","artery","norm","1fam","1.5fin","5","6","1941","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","676","676","gasa","ex","y","sbrkr","676","455","0","1131","0","0","1","1","3","1","ta","5","typ","0","nothing","detchd","1941","unf","1","200","ta","ta","y","26","0","0","0","0","0","nothing","nothing","nothing","0","8","2009","wd","abnorml","66500"
