Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,FinBsmt,SalePrice,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y
363,7,5,4,2,8,1,0,2,3,0,5,4,5,0,0,7,0,500,0,1,177,3,0,1922,0.0,198500,12.198544379109382,1,0,1
364,6,8,4,1,8,0,1,1,3,3,4,3,0,5,1,5,162,510,0,1,250,1,1,1470,0.3354037267080745,118000,11.678439903447801,1,0,1
365,6,5,3,2,8,1,2,3,3,4,3,3,3,6,1,6,712,120,0,1,417,3,1,2370,0.8944723618090452,190000,12.154779351142624,1,0,1
366,5,7,3,1,8,0,1,1,3,3,4,3,0,3,1,6,456,0,0,1,346,1,0,2016,0.6785714285714286,147000,11.898187865760873,1,0,1
367,6,5,3,2,8,2,1,2,3,4,4,3,4,4,1,6,609,247,0,1,261,2,1,2788,0.4368723098995696,159000,11.976659481202368,1,0,1
368,6,5,3,1,8,1,4,2,3,4,4,3,4,6,1,6,371,305,0,1,174,1,1,2530,0.33757961783439494,165000,12.013700752882718,1,0,1
369,5,6,3,1,8,1,1,3,3,3,4,3,4,2,1,7,540,200,0,1,98,1,0,2536,0.42586750788643535,132000,11.790557201568507,1,0,1
370,5,7,4,2,8,1,1,3,3,3,5,3,4,5,3,7,72,0,258,1,563,2,0,2350,0.3104421448730009,162000,11.99535161421452,1,0,1
371,6,5,3,2,8,1,1,2,3,4,5,3,3,1,1,7,0,0,0,1,140,2,1,2617,0.0,172400,12.05757263721173,1,0,1
372,4,4,3,2,6,1,0,3,3,0,3,3,4,0,0,7,0,0,0,1,59,2,0,1588,0.0,134432,11.808813773969108,1,0,0
373,6,5,3,1,8,0,1,1,3,4,3,3,0,5,2,4,623,0,121,1,443,2,0,1496,1.0,125000,11.736069016284437,1,0,1
374,5,6,3,1,6,0,1,1,3,3,3,3,0,4,2,5,428,0,180,1,66,2,0,1927,1.0,123000,11.719939634354555,1,0,1
375,7,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,148,2,1,2775,0.0,219500,12.299107511497363,1,0,1
376,1,1,2,0,4,0,4,0,0,2,4,2,0,4,1,4,350,0,0,1,0,1,1,1587,0.5124450951683748,61000,11.018629143155449,0,0,1
377,5,5,3,2,8,0,3,1,3,4,5,4,0,6,1,5,298,0,0,1,0,1,0,1784,0.3425287356321839,148000,11.904967552746252,1,0,1
378,8,5,4,2,8,1,1,2,3,4,5,4,4,1,1,8,0,0,0,1,373,3,0,4046,0.0,340000,12.736700896592344,1,0,1
379,9,2,5,3,8,1,3,3,3,5,5,4,5,6,1,8,1445,350,0,1,113,2,1,3712,0.7785560344827587,394432,12.885202034321916,1,0,1
380,6,5,3,2,8,1,1,3,3,4,5,3,3,1,1,7,0,16,0,1,163,2,1,2782,0.0,179000,12.095141084822892,1,0,1
381,5,6,4,1,8,1,1,1,3,3,3,3,4,2,1,6,218,0,0,1,242,2,0,2717,0.21247563352826515,127000,11.751942365440728,1,0,1
382,7,5,4,2,8,1,1,2,3,4,5,4,4,1,1,5,0,0,0,1,337,3,0,2594,0.0,187750,12.142866569626381,1,0,1
383,7,5,4,2,8,0,3,2,3,4,5,4,0,1,1,8,0,0,0,1,197,2,1,2736,0.0,213500,12.271392111650817,1,0,1
384,6,3,3,2,8,0,1,1,2,2,3,3,0,1,1,5,0,0,0,1,91,1,0,1568,0.0,76000,11.238488619268468,0,0,0
385,6,5,4,2,8,2,3,3,3,4,5,4,2,6,1,9,985,0,0,1,447,3,1,3533,0.6234177215189873,240000,12.388394202324129,1,0,1
386,8,5,4,2,8,1,1,3,3,4,5,4,3,6,1,6,24,16,0,1,310,2,0,2525,0.019108280254777066,192000,12.165250651009918,1,0,1
387,5,3,3,0,8,0,1,0,0,3,3,3,0,1,1,8,0,0,0,1,151,1,0,1842,0.0,81000,11.302204433654575,1,0,0
388,6,6,3,1,8,1,3,1,3,3,5,3,2,5,1,6,631,255,0,1,296,2,0,2166,0.6061479346781941,125000,11.736069016284437,1,0,1
389,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,125,0,1,145,2,0,2947,0.0,191000,12.160028707028767,1,0,1
390,10,5,5,3,8,1,3,3,3,5,5,5,5,6,1,9,1280,272,0,1,330,3,1,4014,0.760998810939358,426000,12.962194625251508,1,0,1
391,5,8,3,1,8,0,1,1,3,3,5,3,0,3,4,7,241,0,391,1,242,2,0,2228,0.7340301974448316,119000,11.686878772093667,1,0,1
392,6,5,4,2,8,1,1,3,3,5,5,3,3,5,1,7,690,0,0,1,317,3,1,2765,0.8582089552238806,215000,12.2783933071098,1,0,1
393,5,7,3,1,8,0,0,2,3,0,3,3,0,0,0,5,0,0,0,1,0,1,0,882,0.0,106500,11.575900264131617,1,0,1
394,4,5,3,0,8,2,1,0,0,3,3,3,3,3,1,4,266,0,0,1,0,1,0,1576,0.3375634517766497,100000,11.512925464970229,1,0,1
395,5,6,3,1,8,0,1,1,3,3,4,3,0,1,1,5,0,0,0,1,39,1,0,1769,0.0,109000,11.59910316121128,1,0,1
396,5,6,3,1,8,0,3,1,3,3,3,3,0,4,1,6,739,0,0,1,44,2,0,2288,0.645979020979021,129000,11.76756768334381,1,0,1
397,5,5,3,2,8,0,3,2,3,3,3,3,0,3,1,6,777,0,0,1,215,1,0,1788,0.8691275167785235,123000,11.719939634354555,1,0,1
398,5,5,3,1,8,1,1,2,3,3,3,3,3,5,1,8,540,288,0,1,168,2,0,2676,0.625,169500,12.040608205802641,1,0,1
399,5,2,3,1,3,0,1,1,1,2,4,3,0,1,1,6,0,0,0,1,0,1,0,2038,0.0,67000,11.112447898373103,1,0,0
400,7,5,4,2,8,0,1,3,3,4,5,4,0,6,1,7,812,100,0,1,168,3,0,2642,0.7435897435897436,241000,12.392552212472792,1,0,1
401,8,5,5,2,8,2,1,3,3,4,5,4,4,6,1,4,786,0,0,1,374,2,1,2548,0.6238095238095238,245500,12.411052226216713,1,0,1
402,7,5,4,2,8,1,3,3,3,4,5,4,4,6,1,6,24,0,0,1,0,2,0,2620,0.018320610687022953,164990,12.01364014498549,1,0,1
403,5,8,3,1,8,0,1,1,3,3,5,3,0,1,1,4,0,0,0,1,168,1,0,1344,0.0,108000,11.589886506106357,1,0,0
404,8,5,4,2,8,1,1,3,3,4,4,4,3,1,1,10,0,650,0,1,267,2,1,3404,0.0,258000,12.460714863903755,1,0,1
405,6,5,3,2,8,1,1,3,3,4,4,3,3,1,1,7,0,0,0,1,40,2,1,2378,0.0,168000,12.031719258385396,1,0,1
406,4,4,3,2,7,1,1,1,3,3,5,3,3,4,1,8,1116,0,0,1,198,3,0,2901,0.8711943793911007,150000,11.918390573078392,1,0,1
407,6,5,3,1,3,0,1,1,3,3,5,3,0,1,1,6,0,0,0,1,0,1,0,2703,0.0,115000,11.652687407345388,1,0,1
408,6,7,3,1,8,0,1,1,3,4,5,3,0,1,1,8,0,0,0,1,160,2,0,2520,0.0,177000,12.083905011555967,1,0,1
409,7,5,4,3,8,1,1,2,3,5,5,4,4,1,1,9,0,350,0,1,254,2,1,3235,0.0,280000,12.542544882151386,1,0,1
410,8,5,5,3,8,1,1,3,3,5,5,4,4,6,1,8,789,100,0,1,102,3,1,3112,0.7630560928433269,339750,12.73596533201339,1,0,1
411,5,3,3,1,5,0,1,1,3,3,3,3,0,1,1,5,0,0,0,1,0,1,0,2552,0.0,60000,11.002099841204238,1,0,1
412,5,5,3,2,8,0,2,3,3,3,3,3,0,3,1,5,1056,0,0,1,264,2,0,2112,1.0,145000,11.884489021402711,0,0,1
413,7,5,4,2,8,1,3,3,3,5,5,5,4,6,1,7,578,432,0,1,144,3,1,2948,0.39319727891156464,222000,12.310432660854417,1,0,1
414,5,6,3,2,8,1,1,1,3,3,4,3,4,1,1,5,0,0,0,1,130,1,0,2036,0.0,115000,11.652687407345388,1,0,1
415,7,5,4,3,8,1,1,1,3,4,5,4,3,4,6,9,50,0,531,1,383,2,2,3177,0.537962962962963,228000,12.337100907936577,1,0,1
416,7,5,4,2,8,0,3,3,3,4,5,4,0,6,1,6,24,0,0,1,130,2,0,2680,0.017910447761193993,181134,12.106992367829498,1,0,1
417,6,7,3,2,8,1,1,3,3,3,3,3,3,5,1,6,209,203,0,1,0,1,1,2072,0.31101190476190477,149500,11.915051671812877,1,0,1
418,6,6,3,3,8,1,1,1,3,4,3,3,4,4,1,10,1128,0,0,1,0,3,1,3994,0.8233576642335767,239000,12.384218830913648,0,0,0
419,5,6,3,1,8,0,1,1,3,3,2,3,0,5,1,7,312,0,0,1,0,2,1,1890,0.4126984126984127,126000,11.744037185933616,0,1,0
420,5,6,3,1,8,1,1,1,3,3,5,3,2,4,1,6,775,0,0,1,269,2,0,2112,0.7339015151515151,142000,11.863582336583399,1,0,1
421,7,5,3,4,8,0,4,3,3,4,5,3,0,6,1,8,1309,200,0,2,0,4,0,2688,0.9739583333333334,206300,12.237086699059343,1,0,1
422,6,7,4,2,8,1,1,3,3,4,4,4,3,5,1,8,1246,126,0,1,240,2,1,3204,0.7777777777777778,215000,12.2783933071098,1,0,1
423,5,5,3,2,8,0,1,2,3,3,5,3,0,1,1,4,0,0,0,1,0,1,0,1976,0.0,113000,11.635143097694478,1,0,0
424,8,5,4,3,8,1,1,3,3,4,4,4,3,6,1,8,986,473,0,1,66,3,1,4100,0.6707482993197279,315000,12.66032791780777,1,0,1
425,6,5,3,1,8,1,1,2,3,4,4,3,4,2,1,6,616,74,0,1,44,2,0,2392,0.5150501672240803,139000,11.842229212112828,1,0,1
426,7,8,3,1,8,2,1,1,3,3,4,3,4,1,1,6,0,0,0,1,126,1,1,2040,0.0,135000,11.813030057420567,1,1,0
427,7,5,4,2,8,1,4,3,3,4,4,4,3,6,1,5,1518,145,0,1,476,3,1,3162,1.0,275000,12.524526376648708,1,0,1
428,4,6,3,1,8,0,1,1,3,3,5,3,0,3,1,5,288,0,0,1,0,1,0,1814,0.31753031973539136,109008,11.59917655301345,1,0,1
429,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,6,664,108,0,1,159,3,0,2416,0.5496688741721854,195400,12.182804018590819,1,0,1
430,6,5,4,2,8,1,2,1,3,4,3,3,3,6,1,6,1005,0,0,1,169,3,0,2804,0.7219827586206897,175000,12.072541252905651,1,0,1
431,6,5,3,1,8,0,1,1,3,3,3,3,0,5,1,4,387,232,0,1,0,1,1,1470,0.8012422360248448,85400,11.355101379776661,1,0,1
432,6,7,3,0,8,0,1,0,0,3,4,3,0,1,1,7,0,0,0,1,98,1,0,2099,0.0,79900,11.288531131754366,1,0,0
433,5,5,3,2,7,0,1,1,3,3,5,3,0,5,1,6,471,376,0,1,276,2,1,2130,0.615686274509804,122500,11.715866308966918,1,0,1
434,6,5,3,2,8,1,1,3,3,4,5,3,3,1,1,7,0,0,0,1,36,2,1,2530,0.0,181000,12.106252310247962,1,0,1
435,4,7,3,0,8,0,3,0,0,4,4,3,0,5,1,3,495,0,0,1,88,2,0,1260,0.7857142857142857,81000,11.302204433654575,1,0,1
436,7,6,4,2,8,1,3,2,3,4,5,4,3,6,5,6,385,0,344,1,219,3,1,2460,0.9123904881101377,212000,12.26434155365415,1,0,1
437,6,8,3,2,8,0,1,1,3,2,3,3,0,1,1,6,0,0,0,1,0,1,0,1766,0.0,116000,11.661345470088502,1,0,1
438,6,7,3,1,8,0,1,1,3,3,4,4,0,1,1,4,0,0,0,1,105,1,0,1788,0.0,119000,11.686878772093667,1,0,1
439,5,6,4,1,8,1,1,1,4,3,3,3,4,2,1,4,365,0,0,1,34,1,0,1134,0.8295454545454546,90350,11.411446296020374,0,1,0
440,6,8,4,2,8,0,2,1,3,3,4,3,0,1,1,7,0,0,0,1,46,1,0,1880,0.0,110000,11.608235644774552,1,0,1
441,10,5,5,3,8,2,4,3,3,5,5,5,4,6,5,10,1767,200,539,1,242,3,0,5496,0.7453135100193924,555000,13.226723392728571,1,0,1
442,4,4,2,0,8,0,1,0,0,3,3,3,0,5,1,8,133,270,0,2,0,2,0,2880,0.09236111111111112,118000,11.678439903447801,0,0,1
443,5,7,3,2,8,1,1,1,3,3,3,3,4,1,1,8,0,0,0,1,0,2,0,2651,0.0,162900,12.000891794590137,1,1,0
444,7,5,4,3,8,1,3,3,3,5,5,4,4,1,1,6,0,72,0,1,160,2,0,2516,0.0,172500,12.058152515453552,1,0,1
445,7,5,4,2,8,1,1,1,3,4,5,4,3,6,1,8,642,0,0,1,277,3,1,2823,0.701639344262295,210000,12.254862809699606,1,0,1
446,6,5,3,2,8,1,1,1,3,3,2,3,4,1,1,7,0,0,0,1,0,1,0,3125,0.0,127500,11.755871643580617,1,0,1
447,6,6,4,2,5,1,1,3,3,3,5,4,4,5,3,6,247,0,713,1,0,2,1,3405,0.6328279499011207,190000,12.154779351142624,1,0,1
448,7,5,4,2,8,1,1,3,3,4,4,4,3,1,1,10,0,0,0,1,89,2,1,2816,0.0,199900,12.205572520488492,1,0,1
449,6,6,3,1,8,1,1,1,3,3,3,3,4,1,1,7,0,0,0,1,0,2,0,2156,0.0,119500,11.691071650353702,1,0,0
450,3,7,3,1,8,0,1,1,3,3,5,3,0,5,1,6,331,0,0,1,176,1,1,1832,0.5100154083204931,120000,11.695247021764184,1,0,1
451,6,8,4,1,8,0,1,1,2,3,5,3,0,1,1,5,0,0,0,1,113,1,0,1626,0.0,110000,11.608235644774552,1,0,0
452,7,5,4,2,8,2,4,1,3,4,3,3,3,5,1,5,655,0,0,1,254,3,0,3066,0.42726679712981086,280000,12.542544882151386,1,0,1
453,6,5,3,2,8,0,1,3,3,5,5,4,0,5,1,7,742,42,0,1,266,3,1,2628,0.8509174311926606,204000,12.225875272826354,1,0,1
454,8,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,0,0,1,30,2,1,2358,0.0,210000,12.254862809699606,1,0,1
455,5,5,3,2,8,0,1,1,3,3,3,3,0,5,1,8,1606,0,0,2,0,4,0,3456,0.9293981481481481,188000,12.144197241812087,1,0,1
456,7,6,3,2,8,1,1,1,3,3,2,3,3,5,1,6,916,320,0,1,0,1,1,2484,0.7375201288244766,175500,12.075394321888057,1,0,1
457,5,5,3,3,8,0,1,1,2,3,2,3,0,1,1,7,0,0,0,1,96,1,0,1968,0.0,98000,11.49272275765271,0,0,1
458,4,6,4,2,7,2,4,3,3,4,5,3,4,4,1,6,1116,0,0,1,361,2,0,3027,0.8181818181818181,256000,12.4529327234617,1,0,1
459,8,7,4,1,8,1,1,1,3,3,2,3,4,1,1,7,0,0,0,1,255,1,0,2254,0.0,161000,11.9891596439666,1,0,1
460,5,4,4,1,8,1,1,1,3,3,3,3,3,2,1,5,185,161,0,1,248,2,0,1912,0.26093088857545843,110000,11.608235644774552,1,0,1
461,8,5,3,2,8,0,1,3,3,4,5,4,0,6,1,8,544,110,0,1,150,3,1,2767,0.6538461538461539,263435,12.481561937216318,1,0,1
462,7,9,4,2,8,0,1,2,3,4,5,4,0,5,4,6,350,0,210,1,256,2,0,1695,1.0,155000,11.951180395901384,1,0,1
463,5,5,3,1,8,1,1,1,3,3,4,3,1,3,4,5,553,0,311,1,236,1,0,1728,1.0,62383,11.041048081342682,1,0,1
464,6,7,3,1,8,1,1,1,3,3,2,3,4,2,1,6,326,0,0,1,0,1,1,2375,0.45594405594405596,188700,12.147913731356642,1,0,1
465,5,5,3,0,8,0,1,0,0,4,3,3,0,3,1,5,616,136,0,1,0,2,0,2080,0.5923076923076923,124000,11.728036844587175,1,0,1
466,7,5,4,2,8,1,1,3,3,4,5,4,3,1,1,6,0,18,0,1,164,2,0,2789,0.0,178740,12.093687514935382,1,0,1
467,7,5,3,2,8,1,4,1,3,3,3,3,1,6,1,5,778,0,0,1,176,2,0,2554,0.6092404072043853,167000,12.025749091398891,1,0,1
468,5,7,4,1,8,2,1,1,3,3,5,3,4,2,1,7,386,224,0,1,168,1,1,2372,0.5302197802197802,146500,11.894780707439258,1,0,1
469,8,5,4,3,8,1,1,2,3,4,5,4,4,1,1,7,0,248,0,1,44,2,0,3260,0.0,250000,12.429216196844383,1,0,1
470,6,5,4,2,8,0,1,2,3,4,5,4,0,6,1,7,426,120,0,1,214,2,1,2542,0.5120192307692308,187000,12.138863895836725,1,0,1
471,8,5,4,2,8,0,3,2,3,4,3,4,0,6,4,4,368,0,1120,1,194,2,1,2990,1.0,212000,12.26434155365415,1,0,1
472,7,6,3,2,8,1,1,2,3,4,3,3,4,1,1,8,0,0,0,1,276,2,1,2777,0.0,190000,12.154779351142624,1,0,1
473,6,5,3,2,8,0,4,2,3,4,5,3,0,6,1,5,459,80,0,1,28,2,0,1619,0.8391224862888482,148000,11.904967552746252,1,0,1
474,8,5,4,3,8,1,4,2,3,5,5,4,5,6,1,7,1350,304,0,1,313,3,0,3952,0.6831983805668016,440000,12.994530005894443,1,0,1
475,8,5,5,2,8,0,3,2,3,4,5,4,0,6,1,6,1196,0,0,1,144,3,0,3146,0.8005354752342704,251000,12.43320821811392,1,0,1
476,5,6,3,2,8,0,1,1,3,3,3,3,0,6,1,5,630,0,0,1,216,2,0,1940,0.6494845360824743,132500,11.794337924408413,1,0,1
477,6,5,4,2,8,1,4,3,3,4,5,3,3,6,1,7,994,215,0,1,179,3,0,2971,0.6725304465493911,208900,12.249610947544657,1,0,1
478,9,5,5,3,8,1,3,3,3,4,5,5,4,1,1,9,0,772,0,1,498,2,1,4796,0.0,380000,12.84792653170257,1,0,1
479,8,5,4,3,8,1,4,2,3,5,5,4,4,6,1,7,1288,336,0,1,252,3,0,3423,0.7554252199413489,297000,12.601487417784837,1,0,1
480,4,7,3,2,8,0,1,1,3,2,3,3,0,3,1,7,168,435,0,1,72,1,0,2038,0.18522601984564502,89471,11.401669829409995,1,0,1
481,9,5,4,3,8,1,4,3,3,5,5,4,4,6,1,8,1261,378,0,1,631,3,0,3683,0.6879432624113475,326000,12.694652660348845,1,0,1
482,9,5,5,3,8,1,4,3,3,5,5,4,4,6,1,6,1567,562,0,1,255,3,0,3584,0.8744419642857143,374000,12.832011076396668,1,0,1
483,7,8,5,1,6,1,1,1,2,3,5,4,4,5,1,7,299,0,0,1,0,2,1,2736,0.3285714285714286,155000,11.951180395901384,1,0,1
484,6,5,3,2,8,0,1,1,3,5,5,3,0,6,1,5,897,116,0,1,125,3,0,2432,0.7376644736842105,164000,12.007621706806335,1,0,1
485,5,7,4,1,8,0,1,1,3,3,4,3,0,5,1,6,588,0,0,1,132,2,0,1998,0.5885885885885886,132500,11.794337924408413,1,0,1
486,5,7,4,1,8,1,1,1,3,3,4,4,4,5,1,5,607,0,0,1,200,1,0,2226,0.5453728661275832,147000,11.898187865760873,1,0,1
487,5,7,3,2,8,0,1,2,3,3,3,3,0,5,1,6,836,168,0,1,0,2,1,2146,0.7791239515377446,156000,11.957611286231675,1,0,1
488,5,6,3,2,8,1,3,1,3,4,4,3,3,5,1,7,998,0,0,1,404,2,0,2968,0.6725067385444744,175000,12.072541252905651,1,0,1
489,5,4,3,2,5,1,1,1,3,3,3,3,4,4,1,10,664,0,0,2,142,2,0,3368,0.6960167714884695,160000,11.982929094215963,0,0,0
490,4,8,4,1,8,0,3,1,3,4,3,3,0,6,1,3,515,0,0,1,0,2,0,1260,0.8174603174603174,86000,11.362102575235644,1,0,1
491,5,6,3,1,8,1,2,3,3,4,3,3,4,1,1,4,0,0,0,1,165,1,1,1568,0.0,115000,11.652687407345388,1,0,1
492,6,7,2,1,8,2,1,1,3,3,3,3,3,4,3,5,403,0,165,1,32,2,0,2384,0.7047146401985112,133000,11.79810440720389,1,0,1
493,6,5,3,2,8,0,1,2,3,4,4,4,0,1,1,8,0,0,0,1,0,2,1,2184,0.0,172785,12.059803326028716,1,0,1
494,5,6,3,1,8,1,1,1,3,3,3,3,2,4,2,6,374,0,532,1,0,1,1,2538,0.7139479905437351,155000,11.951180395901384,1,0,1
495,5,8,3,1,8,0,1,1,3,2,4,3,0,1,1,4,0,0,0,1,244,1,0,1076,0.0,91300,11.421906066583059,1,0,1
496,4,5,3,0,8,0,1,0,0,3,3,3,0,3,1,4,495,0,0,1,638,1,0,1440,0.6875,34900,10.460242108190519,0,0,0
497,8,5,4,2,8,1,1,2,3,4,5,4,4,6,1,10,1231,0,0,1,630,4,0,6428,0.38468749999999996,430000,12.971540487669746,1,0,1
498,7,6,3,1,8,0,1,1,3,3,5,3,0,3,1,8,329,0,0,1,100,3,0,2846,0.3206627680311891,184000,12.122691036591123,1,0,0
499,5,7,4,1,8,0,1,3,3,3,5,3,0,5,1,5,450,89,0,1,64,1,0,1763,0.5208333333333333,130000,11.77528972943772,1,0,1
500,5,7,3,1,8,0,1,3,3,3,2,3,0,4,2,5,111,0,279,1,297,1,1,1824,0.4276315789473685,120000,11.695247021764184,1,0,1
501,6,5,3,1,8,0,1,1,3,3,3,3,0,4,1,7,356,285,0,1,172,1,1,1890,0.5297619047619048,113000,11.635143097694478,1,0,1
502,7,5,4,2,8,0,1,2,3,4,4,4,0,6,1,7,400,0,0,1,108,2,1,2634,0.4618937644341802,226700,12.33138283649562,1,0,1
503,5,7,3,2,8,0,1,1,2,3,5,3,0,5,6,6,698,0,96,1,184,2,0,2428,0.6540362438220757,140000,11.84939770159144,1,0,1
504,7,8,3,2,8,2,1,3,3,3,3,3,3,5,1,6,1247,0,0,1,215,3,0,3302,0.8307794803464357,289000,12.57418196709457,1,0,1
505,6,5,3,2,8,1,1,1,3,3,3,3,2,5,3,6,257,0,495,1,260,2,2,2177,0.87953216374269,147000,11.898187865760873,1,0,1
506,5,5,3,2,8,0,1,1,3,3,4,3,0,1,1,10,0,360,0,2,0,2,0,2920,0.0,124500,11.732060994886899,1,0,0
507,8,5,4,2,8,1,1,2,3,4,5,4,3,6,1,8,380,125,0,1,263,2,1,2688,0.48906048906048905,215000,12.2783933071098,1,0,1
508,6,5,4,2,8,0,1,3,3,4,5,4,0,6,1,4,27,0,0,1,102,2,0,2436,0.022167487684729092,208300,12.246734627249063,1,0,1
509,7,9,4,2,8,1,1,1,3,3,5,3,4,3,1,7,141,0,0,1,116,2,0,2067,0.20464441219158203,161000,11.9891596439666,1,0,0
510,5,6,3,1,8,0,1,2,3,3,5,3,0,5,1,6,991,132,0,1,312,2,0,2082,0.951969260326609,124500,11.732060994886899,1,0,1
511,5,7,3,1,7,2,1,1,3,3,5,4,3,4,3,6,650,70,180,1,534,2,0,2371,0.8234126984126984,164900,12.01309450854769,1,0,1
512,7,5,4,2,8,1,1,2,3,4,5,4,4,1,1,6,0,94,0,1,167,2,0,2736,0.0,202665,12.219309648562168,1,0,1
513,5,5,3,2,8,0,1,1,3,3,3,3,0,4,2,5,521,0,174,1,0,2,0,1728,0.8043981481481481,129900,11.77452020265869,1,0,1
514,6,5,3,2,8,0,1,1,3,3,3,3,0,5,1,5,336,0,0,1,278,1,1,2164,0.30996309963099633,134000,11.805595078933049,1,0,1
515,5,5,3,1,8,0,1,1,1,3,2,3,0,1,1,5,0,0,0,1,112,1,0,1557,0.0,96500,11.477298287327077,0,0,1
516,10,5,5,3,8,1,1,3,3,5,5,5,4,6,1,9,1436,305,0,1,210,3,1,4026,0.7158524426719841,402861,12.906346868281233,1,0,1
517,6,6,3,2,8,1,1,2,3,3,3,3,3,1,1,7,0,333,0,1,104,2,1,2808,0.0,158000,11.970350312009105,1,0,1
518,7,5,4,3,8,1,1,2,3,4,5,4,3,1,1,7,0,921,0,1,220,2,1,3608,0.0,265000,12.487485104968359,1,0,1
519,6,5,3,2,8,0,2,2,3,4,5,3,0,6,1,7,706,0,0,1,36,3,1,2590,0.889168765743073,211000,12.259613412458204,1,0,1
520,7,9,4,1,8,2,1,1,3,4,5,4,4,1,1,9,0,0,0,1,145,1,1,3356,0.0,234000,12.363076394339839,1,0,1
521,4,7,3,0,8,0,0,0,0,0,3,3,0,0,0,7,0,0,0,2,544,2,0,1294,0.0,106250,11.573550086786664,0,0,0
522,6,6,3,1,8,2,1,1,3,3,5,3,4,3,1,6,777,0,0,1,40,1,1,2488,0.6245980707395498,150000,11.918390573078392,1,0,1
523,6,7,3,2,8,2,1,1,3,3,5,3,4,5,1,7,399,0,0,1,60,2,0,2668,0.39741035856573703,159000,11.976659481202368,1,0,1
524,10,5,5,3,8,1,4,3,3,5,5,5,4,6,1,11,2260,762,0,1,614,4,1,7814,0.7202039515615042,184750,12.126758838810447,1,0,1
525,7,5,4,3,8,1,1,3,3,4,5,4,3,6,1,8,719,594,0,1,299,3,1,3777,0.5213923132704859,315750,12.662706040212738,1,0,1
526,7,5,4,2,8,1,1,1,3,4,5,4,3,1,1,6,0,0,0,1,182,2,0,2523,0.0,176000,12.078239274020289,1,0,1
527,5,7,3,1,8,0,1,1,3,4,3,3,0,3,1,4,377,0,0,1,417,1,0,1856,0.40625,132000,11.790557201568507,1,0,1
528,9,5,5,3,8,1,3,3,3,5,5,5,4,6,1,11,1330,268,0,1,192,3,1,4165,0.9159779614325069,446261,13.008659261632127,1,0,1
529,4,7,3,0,8,0,2,0,0,3,5,3,0,5,1,5,348,0,0,1,144,2,0,1133,0.6590909090909092,86000,11.362102575235644,1,0,0
530,6,3,3,2,4,2,1,2,3,3,3,4,3,3,1,9,1219,0,0,2,200,4,0,4550,0.5990171990171991,200624,12.209187788430318,1,0,1
531,6,5,4,2,8,1,3,2,3,4,5,4,2,6,1,5,783,219,0,1,224,3,0,2970,0.5359342915811088,175000,12.072541252905651,1,0,1
532,6,8,3,2,8,0,2,3,3,2,5,3,0,1,1,6,0,0,0,1,84,2,0,1973,0.0,128000,11.759785542901755,1,0,1
533,5,7,3,1,5,1,0,1,3,0,5,3,1,0,0,5,0,0,0,1,0,1,0,827,0.0,107500,11.585246126549855,1,0,1
534,1,3,2,0,8,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,1,0,334,0.0,39300,10.578979797857352,0,0,0
535,8,5,4,2,8,1,3,3,3,5,5,4,4,1,1,6,0,0,0,1,135,2,1,2121,0.0,178000,12.089538829274222,1,0,1
536,5,7,3,0,8,0,4,0,0,4,3,3,0,6,1,5,969,0,0,1,233,2,0,2464,0.8675022381378693,107500,11.585246126549855,1,0,0
537,7,5,4,2,8,0,3,3,3,4,5,3,0,1,1,8,0,0,0,1,275,2,1,2604,0.0,188000,12.144197241812087,1,0,1
538,4,5,3,2,8,0,1,1,3,3,3,3,0,4,1,5,600,0,0,1,216,1,0,1728,0.6944444444444444,111250,11.619535200028487,1,0,1
539,5,5,3,1,8,1,1,1,3,3,3,3,2,4,1,7,673,188,0,1,466,1,1,2210,0.6403425309229305,158000,11.970350312009105,1,0,1
540,8,5,4,2,8,1,3,2,3,4,5,4,3,6,1,6,1358,479,0,1,180,3,0,3182,0.8589500316255534,272000,12.513557345278134,1,0,1
541,9,5,5,3,8,1,3,3,3,5,5,5,4,6,1,8,1260,584,0,1,338,3,0,3676,0.6855277475516866,315000,12.66032791780777,1,0,1
542,8,5,4,3,8,1,1,3,3,4,5,4,3,1,1,8,0,72,0,1,56,2,1,3254,0.0,248000,12.421184025147118,1,0,1
543,7,5,4,2,4,1,1,3,3,5,5,4,3,2,6,7,144,0,1127,1,151,3,0,3330,0.7703030303030303,213250,12.270220465353926,1,0,1
544,7,5,3,1,8,0,3,3,3,4,5,3,0,6,2,4,584,182,139,1,160,2,0,1490,1.0,133000,11.79810440720389,1,0,1
545,7,5,4,2,8,1,3,2,3,4,5,4,4,6,1,7,554,0,0,1,124,3,1,2150,0.8470948012232415,179665,12.09884928474215,1,0,1
