Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,decade_YearBuilt,decade_YearRemodAdd,decade_GarageYrBlt
751,50,rm,55,8800,pave,grvl,reg,lvl,allpub,corner,3,oldtown,norm,norm,1fam,1.5fin,4,7,1910,2004,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,brktil,3,2,1,1,0,1,0,576,576,gasa,4,y,sbrkr,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,0,nothing,1910,0,0,0,0,0,n,0,160,0,0,0,0,0,nothing,nothing,0,6,2010,wd,normal,96500,1,10,1
752,60,rl,0,7750,pave,nothing,reg,lvl,allpub,inside,3,gilbert,rran,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,660,660,gasa,5,y,sbrkr,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,0,attchd,2003,3,2,400,3,3,y,0,48,0,0,0,0,0,nothing,nothing,0,8,2007,wd,normal,162000,10,10,10
753,20,rl,79,9236,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,6,5,1997,1997,gable,compshg,vinylsd,vinylsd,nothing,0,3,4,pconc,4,3,4,6,1200,1,0,279,1479,gasa,5,y,sbrkr,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,0,attchd,1997,2,2,576,3,3,y,168,27,0,0,0,0,0,nothing,nothing,0,7,2006,wd,normal,217000,9,9,9
754,60,rl,80,10240,pave,nothing,reg,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,8,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,178,4,3,pconc,4,3,2,1,0,1,0,1030,1030,gasa,4,y,sbrkr,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,4,attchd,2005,2,3,878,3,3,y,192,52,0,0,0,0,0,nothing,nothing,0,3,2006,wd,normal,275500,10,10,10
755,20,rl,61,7930,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,6,8,1969,2005,gable,compshg,plywood,plywood,nothing,0,3,3,cblock,3,3,1,6,439,2,472,115,1026,gasa,4,y,sbrkr,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,0,detchd,1969,2,2,440,3,3,y,171,48,0,0,0,0,0,nothing,nothing,0,7,2009,wd,normal,156000,6,10,6
756,160,fv,34,3230,pave,pave,reg,lvl,allpub,inside,3,somerst,norm,norm,twnhse,2story,6,5,1999,1999,gable,compshg,metalsd,metalsd,brkface,894,3,3,pconc,4,3,1,6,381,1,0,348,729,gasa,4,y,sbrkr,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,0,detchd,1999,1,2,440,3,3,y,0,24,0,0,0,0,0,nothing,nothing,0,3,2009,wd,normal,172500,9,9,9
757,60,rl,68,10769,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,3,6,20,1,0,846,866,gasa,5,y,sbrkr,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,0,attchd,2007,2,2,578,3,3,y,144,105,0,0,0,0,0,nothing,nothing,0,4,2009,wd,normal,212000,10,10,10
758,60,rl,0,11616,pave,nothing,ir1,lvl,allpub,culdsac,3,sawyer,norm,norm,1fam,2story,6,5,1978,1978,hip,compshg,hdboard,hdboard,brkcmn,328,3,3,cblock,3,3,2,3,438,1,0,234,672,gasa,3,y,sbrkr,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,3,attchd,1978,3,2,440,3,3,y,335,0,0,0,0,0,0,gdprv,nothing,0,4,2010,wd,abnorml,158900,7,7,7
759,160,fv,24,2280,pave,pave,reg,lvl,allpub,inside,3,somerst,norm,norm,twnhs,2story,7,5,1999,1999,gable,compshg,metalsd,metalsd,brkface,360,3,3,pconc,4,3,1,5,549,1,0,195,744,gasa,4,y,sbrkr,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,0,detchd,1999,1,2,440,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,8,2008,wd,normal,179400,9,9,9
760,60,rl,65,12257,pave,nothing,ir1,lvl,allpub,inside,3,noridge,norm,norm,1fam,2story,8,5,1995,1995,gable,compshg,vinylsd,vinylsd,brkface,513,4,3,pconc,4,3,3,2,56,5,64,1198,1318,gasa,5,y,sbrkr,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,3,attchd,1995,2,3,752,3,3,y,222,98,0,0,0,0,0,nothing,nothing,0,11,2007,wd,normal,290000,9,9,9
761,20,rl,70,9100,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,6,6,1959,1959,hip,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,1,3,612,1,0,252,864,gasa,5,y,sbrkr,864,0,0,864,0,0,1,0,2,1,3,5,8,0,0,detchd,2008,1,1,300,5,5,y,0,0,0,0,0,0,0,nothing,shed,450,10,2009,wd,normal,127500,5,5,10
762,30,rm,60,6911,pave,nothing,reg,lvl,allpub,fr2,3,brkside,feedr,norm,1fam,1story,5,5,1924,1950,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,pconc,3,3,2,2,405,1,0,740,1145,gasa,3,y,sbrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,detchd,1965,1,2,440,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,10,2009,wd,normal,100000,2,5,6
763,60,fv,72,8640,pave,nothing,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,2story,7,5,2009,2009,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,2,6,24,1,0,732,756,gasa,5,y,sbrkr,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,0,attchd,2009,1,2,614,3,3,y,169,45,0,0,0,0,0,nothing,nothing,0,6,2010,con,normal,215200,10,10,10
764,60,rl,82,9430,pave,nothing,reg,lvl,allpub,inside,3,noridge,norm,norm,1fam,2story,8,5,1999,1999,gable,compshg,vinylsd,vinylsd,brkface,673,4,3,pconc,4,3,2,6,1163,1,0,89,1252,gasa,5,y,sbrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,4,attchd,1999,2,3,856,3,3,y,0,128,0,0,180,0,0,nothing,nothing,0,7,2009,wd,normal,337000,9,9,9
765,120,rl,30,9549,pave,nothing,ir1,lvl,allpub,culdsac,3,veenker,norm,norm,twnhse,1story,8,5,1995,1996,hip,compshg,brkface,brkface,nothing,0,4,4,pconc,4,4,3,2,437,6,1057,0,1494,gasa,5,y,sbrkr,1494,0,0,1494,1,0,1,1,2,1,5,6,8,1,4,attchd,1995,3,2,481,3,3,y,0,30,0,0,216,0,0,nothing,nothing,0,4,2006,wd,normal,270000,9,9,9
766,20,rl,75,14587,pave,nothing,ir1,lvl,allpub,inside,3,somerst,norm,norm,1fam,1story,9,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,284,4,3,pconc,4,3,1,1,0,1,0,1498,1498,gasa,5,y,sbrkr,1506,0,0,1506,0,0,2,0,2,1,5,6,8,1,4,attchd,2008,3,2,592,3,3,y,0,174,0,0,0,0,0,nothing,nothing,0,8,2008,new,partial,264132,10,10,10
767,60,rl,80,10421,pave,nothing,reg,lvl,allpub,inside,3,nwames,norm,norm,1fam,2story,7,5,1988,1988,gable,compshg,hdboard,hdboard,brkface,42,3,3,cblock,4,3,1,6,394,1,0,586,980,gasa,3,y,sbrkr,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,3,attchd,1988,1,2,496,3,3,y,228,66,156,0,0,0,0,mnprv,shed,500,3,2010,wd,normal,196500,8,8,8
768,50,rl,75,12508,pave,nothing,ir1,lvl,allpub,inside,3,mitchel,norm,norm,1fam,1.5fin,6,7,1940,1985,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,4,3,2,5,660,1,0,323,983,gasa,5,y,sbrkr,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,0,attchd,1989,1,1,423,3,3,y,245,0,156,0,0,0,0,nothing,shed,1300,7,2008,wd,normal,160000,4,8,8
769,20,rl,70,9100,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2004,2005,hip,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,6,24,1,0,1836,1860,gasa,5,y,sbrkr,1836,0,0,1836,0,0,2,0,3,1,4,8,8,1,4,attchd,2004,3,2,484,3,3,y,120,33,0,0,0,0,0,nothing,nothing,0,10,2006,wd,normal,216837,10,10,10
770,60,rl,47,53504,pave,nothing,ir2,hls,allpub,culdsac,2,stonebr,norm,norm,1fam,2story,8,5,2003,2003,hip,compshg,cemntbd,wd shng,brkface,603,5,3,pconc,4,3,4,5,1416,1,0,234,1650,gasa,5,y,sbrkr,1690,1589,0,3279,1,0,3,1,4,1,5,12,5,1,4,builtin,2003,3,3,841,3,3,y,503,36,0,0,210,0,0,nothing,nothing,0,6,2010,wd,normal,538000,10,10,10
771,85,rl,0,7252,pave,nothing,ir1,lvl,allpub,culdsac,3,sawyer,norm,norm,1fam,sfoyer,5,5,1982,1982,hip,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,4,3,3,6,685,1,0,173,858,gasa,3,y,sbrkr,858,0,0,858,1,0,1,0,2,1,3,5,8,0,0,detchd,1983,1,2,576,3,3,y,120,0,0,0,0,0,0,nothing,nothing,0,4,2009,wd,normal,134900,8,8,8
772,20,rl,67,8877,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,1story,4,5,1951,1951,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,2,2,1,2,836,1,0,0,836,gasa,3,y,fusef,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,0,detchd,1951,1,2,396,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,4,2006,cod,normal,102000,5,5,5
773,80,rl,94,7819,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,slvl,6,5,1976,1976,gable,compshg,plywood,plywood,nothing,0,3,3,cblock,3,3,3,5,422,4,127,480,1029,gasa,3,y,sbrkr,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,3,detchd,1976,1,2,672,3,3,y,144,0,0,0,0,0,0,mnprv,nothing,0,3,2010,wd,abnorml,107000,7,7,7
774,20,rl,70,10150,pave,nothing,reg,lvl,allpub,inside,3,names,feedr,norm,1fam,1story,5,5,1958,1958,gable,compshg,wd sdng,wd sdng,nothing,1,3,3,cblock,3,3,1,3,456,1,0,456,912,gasa,5,y,fusea,912,0,0,912,0,0,1,0,2,1,3,5,8,0,0,attchd,1958,2,1,275,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,7,2007,cod,normal,114500,5,5,5
775,20,rl,110,14226,pave,nothing,reg,lvl,allpub,corner,3,nridght,norm,norm,1fam,1story,8,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,375,4,3,pconc,4,3,3,1,0,1,0,1935,1935,gasa,4,y,sbrkr,1973,0,0,1973,0,0,2,0,3,1,4,9,8,1,4,attchd,2006,3,3,895,3,3,y,315,45,0,0,0,0,0,nothing,nothing,0,7,2007,new,partial,395000,10,10,10
776,120,rm,32,4500,pave,nothing,reg,lvl,allpub,fr2,3,mitchel,norm,norm,twnhse,1story,6,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,320,3,3,pconc,5,3,1,6,866,1,0,338,1204,gasa,5,y,sbrkr,1204,0,0,1204,1,0,2,0,2,1,3,5,8,0,0,attchd,1998,3,2,412,3,3,y,0,247,0,0,0,0,0,nothing,nothing,0,6,2009,wd,normal,162000,9,9,9
777,20,rl,86,11210,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,240,4,3,pconc,4,3,3,6,20,1,0,1594,1614,gasa,5,y,sbrkr,1614,0,0,1614,0,0,2,0,3,1,4,7,8,0,0,attchd,2005,2,3,865,3,3,y,144,59,0,0,0,0,0,nothing,nothing,0,7,2006,new,partial,221500,10,10,10
778,20,rl,100,13350,pave,nothing,ir1,lvl,allpub,inside,3,sawyer,norm,norm,1fam,1story,5,5,1974,1974,hip,compshg,hdboard,plywood,nothing,0,3,3,cblock,3,3,1,5,762,1,0,102,864,gasa,3,y,sbrkr,894,0,0,894,1,0,1,0,3,1,3,5,8,1,2,attchd,1974,1,2,440,3,3,y,241,0,0,0,0,0,0,mnprv,nothing,0,6,2006,wd,normal,142500,7,7,7
779,90,rh,60,8400,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,feedr,norm,duplex,1story,5,5,1977,1977,gable,compshg,plywood,plywood,brkface,320,3,3,slab,0,0,0,0,0,0,0,0,0,gasa,3,y,sbrkr,2020,0,0,2020,0,0,2,0,4,2,3,10,8,2,3,detchd,1977,1,2,630,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,10,2007,wd,normal,144000,7,7,7
780,90,rl,78,10530,pave,nothing,reg,lvl,allpub,inside,3,mitchel,norm,norm,duplex,sfoyer,6,5,1977,1977,gable,compshg,plywood,imstucc,brkface,90,3,3,cblock,4,3,4,6,975,1,0,0,975,gasa,3,y,sbrkr,1004,0,0,1004,1,0,1,0,2,1,3,4,8,0,0,attchd,1977,1,2,504,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,5,2006,wd,normal,135000,7,7,7
781,20,rl,63,7875,pave,nothing,reg,lvl,allpub,inside,3,gilbert,norm,norm,1fam,1story,7,5,1995,1996,gable,compshg,hdboard,hdboard,brkface,38,3,3,pconc,4,4,1,1,0,1,0,1237,1237,gasa,4,y,sbrkr,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,3,attchd,1995,3,2,402,3,3,y,220,21,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,176000,9,9,9
782,60,rl,65,7153,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,norm,norm,1fam,2story,6,5,1992,1992,gable,compshg,vinylsd,vinylsd,nothing,0,4,4,pconc,4,3,1,5,387,1,0,374,761,gasa,5,y,sbrkr,810,793,0,1603,0,0,2,1,3,1,4,7,8,0,0,attchd,1992,2,2,484,3,3,y,0,124,0,0,0,0,0,nothing,nothing,0,7,2006,wd,normal,175900,9,9,9
783,20,rl,67,16285,pave,nothing,ir2,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2001,2002,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,1413,1413,gasa,5,y,sbrkr,1430,0,0,1430,0,0,2,0,3,1,4,6,8,0,0,attchd,2001,2,2,605,3,3,y,0,33,0,0,0,0,0,nothing,nothing,0,6,2009,wd,normal,187100,10,10,10
784,85,rl,0,9101,pave,nothing,ir1,lvl,allpub,corner,3,mitchel,norm,norm,1fam,sfoyer,5,6,1978,1978,gable,compshg,plywood,plywood,brkface,104,3,4,pconc,4,3,3,6,1097,1,0,0,1097,gasa,5,y,sbrkr,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,3,attchd,1978,3,2,602,3,3,y,303,30,0,0,0,0,0,nothing,nothing,0,7,2009,wd,normal,165500,7,7,7
785,75,rm,35,6300,pave,grvl,reg,lvl,allpub,inside,3,oldtown,norm,norm,1fam,2.5unf,6,6,1914,2001,gable,compshg,wd sdng,wd shng,nothing,0,3,3,cblock,3,3,1,1,0,1,0,742,742,gasa,5,y,sbrkr,742,742,0,1484,0,0,2,0,3,1,3,9,8,1,4,nothing,1914,0,0,0,0,0,y,0,291,134,0,0,0,0,nothing,nothing,0,6,2008,wd,normal,128000,1,10,1
786,20,rl,0,9790,pave,nothing,reg,lvl,allpub,inside,3,nwames,feedr,norm,1fam,1story,6,5,1967,1967,gable,compshg,brkface,wd sdng,nothing,0,3,3,cblock,3,3,1,3,251,2,630,491,1372,gasa,3,y,sbrkr,1342,0,0,1342,0,0,2,0,3,1,3,7,8,1,4,attchd,1967,1,2,457,3,3,y,0,0,0,0,197,0,0,nothing,nothing,0,9,2009,wd,normal,161500,6,6,6
787,50,rm,60,10800,pave,nothing,reg,lvl,allpub,inside,3,oldtown,artery,norm,1fam,1.5fin,5,6,1915,1950,gable,compshg,metalsd,metalsd,nothing,0,3,4,pconc,2,3,1,2,686,1,0,0,686,gasa,3,y,sbrkr,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,0,detchd,1961,1,1,416,3,3,y,0,0,196,0,0,0,0,nothing,shed,1200,6,2010,wd,normal,139000,1,5,6
788,60,rl,76,10142,pave,nothing,ir1,lvl,allpub,inside,3,sawyerw,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,6,656,1,0,300,956,gasa,5,y,sbrkr,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,0,builtin,2004,2,2,618,3,3,y,0,45,0,0,0,0,0,nothing,nothing,0,1,2010,wd,normal,233000,10,10,10
789,20,rm,50,6000,pave,nothing,reg,lvl,allpub,corner,3,oldtown,norm,norm,1fam,1story,4,7,1954,2000,gable,compshg,metalsd,metalsd,nothing,0,3,3,cblock,3,3,1,1,0,1,0,901,901,gasa,5,y,sbrkr,901,0,0,901,0,0,1,0,2,1,3,4,8,0,0,detchd,1954,1,1,281,2,3,y,0,0,0,0,0,0,0,nothing,nothing,0,8,2008,wd,normal,107900,5,10,5
790,60,rl,0,12205,pave,nothing,ir1,low,allpub,inside,3,clearcr,norm,norm,1fam,2story,6,8,1966,2007,gable,compshg,hdboard,hdboard,brkface,157,3,3,cblock,3,2,4,2,568,1,0,264,832,gasa,4,y,sbrkr,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,0,attchd,1966,3,2,444,3,3,y,133,168,0,0,0,0,0,nothing,nothing,0,7,2007,wd,normal,187500,6,10,6
791,120,rl,43,3182,pave,nothing,reg,lvl,allpub,inside,3,blmngtn,norm,norm,twnhse,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,11,4,3,pconc,4,3,1,6,16,1,0,1129,1145,gasa,5,y,sbrkr,1145,0,0,1145,0,0,2,0,2,1,4,5,8,1,4,attchd,2005,3,2,397,3,3,y,100,16,0,0,0,0,0,nothing,nothing,0,9,2009,wd,normal,160200,10,10,10
792,80,rl,0,11333,pave,nothing,ir1,lvl,allpub,corner,3,mitchel,norm,norm,1fam,slvl,6,5,1976,1976,gable,compshg,hdboard,hdboard,nothing,0,3,3,pconc,4,3,3,5,539,1,0,490,1029,gasa,3,y,sbrkr,1062,0,0,1062,1,0,1,0,3,1,3,5,8,2,3,attchd,1976,2,2,539,3,3,y,120,0,0,0,0,0,0,nothing,nothing,0,5,2007,wd,normal,146800,7,7,7
793,60,rl,92,9920,pave,nothing,ir1,lvl,allpub,culdsac,3,noridge,norm,norm,1fam,2story,7,5,1996,1997,gable,compshg,metalsd,metalsd,nothing,0,4,3,pconc,4,3,3,6,862,1,0,255,1117,gasa,5,y,sbrkr,1127,886,0,2013,1,0,2,1,3,1,3,8,8,1,3,attchd,1997,1,2,455,3,3,y,180,130,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,269790,9,9,9
794,20,rl,76,9158,pave,nothing,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,cemntbd,cmentbd,stone,140,4,3,pconc,4,3,3,1,0,1,0,1496,1496,gasa,5,y,sbrkr,1496,0,0,1496,0,0,2,0,3,1,4,7,8,0,0,attchd,2007,3,2,474,3,3,y,168,130,0,0,0,0,0,nothing,nothing,0,6,2007,new,partial,225000,10,10,10
795,60,rl,0,10832,pave,nothing,ir1,lvl,allpub,corner,3,gilbert,norm,norm,1fam,2story,7,5,1994,1996,gable,compshg,metalsd,metalsd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,712,712,gasa,5,y,sbrkr,1086,809,0,1895,0,0,2,1,3,1,4,7,8,1,3,attchd,1994,3,2,409,3,3,y,143,46,0,0,0,0,0,nothing,shed,500,10,2008,wd,normal,194500,9,9,9
796,60,rl,70,8400,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,norm,norm,1fam,2story,6,6,1980,1981,gable,compshg,hdboard,hdboard,brkface,130,3,3,cblock,4,3,1,1,0,1,0,650,650,gasa,3,y,sbrkr,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,3,attchd,1980,1,2,476,3,3,y,0,50,0,0,204,0,0,mnprv,nothing,0,4,2010,wd,normal,171000,8,8,8
797,20,rl,71,8197,pave,nothing,reg,lvl,allpub,inside,3,sawyer,norm,norm,1fam,1story,6,5,1977,1977,gable,compshg,plywood,plywood,brkface,148,3,3,cblock,3,3,1,1,0,1,0,660,660,gasa,5,y,sbrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,8,1,3,attchd,1977,2,2,528,3,3,y,138,0,0,0,0,0,0,mnprv,nothing,0,4,2007,wd,normal,143500,7,7,7
798,20,rl,57,7677,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,5,1953,1953,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,3,3,1,4,570,1,0,203,773,gasa,4,y,sbrkr,773,0,0,773,0,0,1,0,2,1,3,4,8,0,0,attchd,1953,1,1,240,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,4,2008,wd,abnorml,110000,5,5,5
799,60,rl,104,13518,pave,nothing,reg,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,9,5,2008,2009,hip,compshg,vinylsd,vinylsd,stone,860,5,3,pconc,5,3,1,1,0,1,0,1926,1926,gasa,5,y,sbrkr,1966,1174,0,3140,0,0,3,1,4,1,5,11,8,2,4,builtin,2009,3,3,820,3,3,y,144,78,0,0,0,0,0,nothing,nothing,0,7,2009,new,partial,485000,10,10,10
800,50,rl,60,7200,pave,nothing,reg,lvl,allpub,corner,3,swisu,feedr,norm,1fam,1.5fin,5,7,1937,1950,gable,compshg,wd sdng,wd sdng,brkface,252,3,3,brktil,4,3,1,5,569,1,0,162,731,gasa,5,y,sbrkr,981,787,0,1768,1,0,1,1,3,1,4,7,8,2,3,detchd,1939,1,1,240,3,3,y,0,0,264,0,0,0,0,mnprv,nothing,0,6,2007,wd,normal,175000,3,5,3
801,60,rl,79,12798,pave,nothing,ir1,hls,allpub,inside,2,clearcr,feedr,norm,1fam,2story,6,5,1997,1997,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,4,6,462,1,0,154,616,gasa,4,y,sbrkr,616,1072,0,1688,1,0,2,1,4,1,4,8,8,0,0,attchd,1997,2,2,603,3,3,y,403,114,185,0,0,0,0,nothing,shed,400,5,2008,wd,normal,200000,9,9,9
802,30,rm,40,4800,pave,nothing,reg,lvl,allpub,inside,3,idotrr,norm,norm,1fam,1story,4,7,1916,1990,gable,compshg,metalsd,metalsd,nothing,0,3,3,cblock,3,3,1,2,197,1,0,999,1196,gasa,5,y,fusea,1196,0,0,1196,1,0,1,0,2,1,3,5,8,0,0,detchd,1957,1,2,440,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,7,2007,wd,normal,109900,1,9,5
803,60,rl,63,8199,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,7,5,2005,2005,gable,compshg,wdshing,wd shng,nothing,0,4,3,pconc,4,3,3,6,648,1,0,80,728,gasa,5,y,sbrkr,728,728,0,1456,1,0,2,1,3,1,4,7,8,1,4,attchd,2005,3,2,410,3,3,y,36,18,0,0,0,0,0,nothing,nothing,0,10,2008,wd,normal,189000,10,10,10
804,60,rl,107,13891,pave,nothing,reg,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,9,5,2008,2009,hip,compshg,vinylsd,vinylsd,stone,424,5,3,pconc,5,3,4,1,0,1,0,1734,1734,gasa,5,y,sbrkr,1734,1088,0,2822,0,0,3,1,4,1,5,12,8,1,4,builtin,2009,2,3,1020,3,3,y,52,170,0,0,192,0,0,nothing,nothing,0,1,2009,new,partial,582933,10,10,10
805,20,rl,75,9000,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,5,1954,1954,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,1,2,812,1,0,124,936,gasa,3,y,sbrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,7,0,0,attchd,1954,1,1,286,3,3,y,0,0,0,0,0,0,0,gdwo,nothing,0,6,2006,wd,family,118000,5,5,5
806,20,rl,91,12274,pave,nothing,ir1,lvl,allpub,fr2,3,somerst,norm,norm,1fam,1story,7,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,256,4,3,pconc,4,3,1,1,0,1,0,1417,1417,gasa,5,y,sbrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,8,0,0,attchd,2008,2,2,554,3,3,y,0,60,0,0,0,0,0,nothing,nothing,0,7,2008,new,partial,227680,10,10,10
807,80,rl,75,9750,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,slvl,5,5,1967,1967,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,3,3,3,5,400,3,480,100,980,gasa,4,y,sbrkr,980,0,0,980,0,0,2,0,3,1,3,6,8,0,0,attchd,1967,3,1,384,3,3,y,68,0,0,0,0,0,0,nothing,nothing,0,10,2006,wd,normal,135500,6,6,6
808,70,rl,144,21384,pave,nothing,reg,lvl,allpub,inside,3,brkside,norm,norm,1fam,2story,5,6,1923,2004,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,4,6,1309,1,0,15,1324,gasa,5,y,sbrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,8,1,3,attchd,1923,2,2,528,3,3,y,0,312,0,0,0,0,0,nothing,nothing,0,5,2009,wd,normal,223500,2,10,2
809,80,rl,85,13400,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,slvl,5,5,1966,1966,gable,compshg,vinylsd,vinylsd,brkface,1047,3,3,cblock,3,3,3,5,516,4,128,380,1024,gasa,3,y,sbrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,8,1,4,attchd,1966,2,2,484,3,3,y,0,0,0,0,0,0,0,gdwo,nothing,0,6,2006,wd,normal,159950,6,6,6
810,75,rm,90,8100,pave,nothing,reg,lvl,allpub,corner,3,oldtown,norm,norm,1fam,2.5unf,5,5,1898,1965,hip,compshg,asbshng,asbshng,nothing,0,3,3,pconc,3,3,1,1,0,1,0,849,849,gasa,3,n,fusea,1075,1063,0,2138,0,0,2,0,2,3,3,11,8,0,0,detchd,1910,1,2,360,2,1,n,40,156,0,0,0,0,0,mnprv,nothing,0,11,2009,wd,normal,106000,1,6,1
